Transaction_ID,User_ID,Date,Category,Type,Amount,Payment_Method,Merchant,City,Description,Budget,Balance
944,1154.0,2024-09-20,Grocery,Expense,31813.0,Cash,Swiggy,Surat,Transaction,27575.0,173099.0
945,1405.0,2024-04-17,Travel,Expense,5155.0,Credit Card,Zomato,Surat,Transaction,20886.0,77421.0
946,1165.0,2026-02-19,Grocery,Expense,7115.0,Net Banking,DMart,Rajkot,Transaction,63940.0,26109.0
947,1057.0,2025-08-19,Entertainment,Expense,5815.0,Net Banking,College,Vadodara,Transaction,73911.0,157673.0
948,1049.0,2025-01-25,Education,Expense,31092.0,Credit Card,Amazon,Ahmedabad,Transaction,54667.0,
949,1374.0,2024-06-26,Education,Expense,28319.0,Wallet,Cinema,Bhavnagar,Transaction,8905.0,22408.0
950,1000.0,2024-12-04,Entertainment,Income,1861.0,Wallet,Cinema,Surat,Transaction,71063.0,
951,1259.0,2025-04-08,Others,Expense,46891.0,UPI,Pharmacy,Vadodara,Transaction,58274.0,20286.0
952,1321.0,2025-05-18,Food,Expense,42430.0,Net Banking,Cinema,Bhavnagar,Transaction,56316.0,174447.0
953,1487.0,2024-04-14,Bills,Income,26654.0,UPI,College,Surat,Transaction,76536.0,40606.0
954,1331.0,2024-12-17,Entertainment,Income,10466.0,Cash,Uber,Ahmedabad,Transaction,83084.0,184972.0
955,1080.0,2025-11-07,Education,Income,17738.0,Credit Card,Electricity,Vadodara,Transaction,69606.0,188761.0
956,1489.0,2024-11-27,Rent,Expense,12265.0,Net Banking,Local Shop,Bhavnagar,Transaction,73683.0,154833.0
957,1022.0,2024-04-21,Shopping,Income,16627.0,Net Banking,Local Shop,Rajkot,Transaction,20869.0,53055.0
958,1126.0,2026-01-24,Shopping,Income,35491.0,Debit Card,Pharmacy,Bhavnagar,Transaction,78224.0,198961.0
959,1408.0,2026-02-24,Food,Income,2720.0,Credit Card,Swiggy,Surat,Transaction,48018.0,181063.0
960,1460.0,2025-01-12,Education,Income,43421.0,Wallet,Swiggy,Vadodara,Transaction,81355.0,11013.0
961,1144.0,2025-08-23,Bills,Income,41098.0,Net Banking,Cinema,Bhavnagar,Transaction,36934.0,126127.0
962,1033.0,2026-01-02,Others,Expense,14766.0,UPI,College,Surat,Transaction,26233.0,185920.0
963,1377.0,2025-01-20,Food,Income,1446.0,Cash,Cinema,Ahmedabad,Transaction,96386.0,24655.0
964,1012.0,2025-09-18,Entertainment,Expense,49449.0,Credit Card,Uber,Vadodara,Transaction,65852.0,190255.0
965,1159.0,2026-01-18,Education,Expense,,Debit Card,Zomato,Surat,Transaction,20608.0,23011.0
966,1371.0,2025-06-23,Bills,Income,4622.0,UPI,DMart,Vadodara,Transaction,95823.0,188310.0
967,1179.0,2026-02-21,Shopping,Expense,,Wallet,DMart,Ahmedabad,Transaction,,93832.0
968,1033.0,2026-01-19,Food,Income,19988.0,Credit Card,Local Shop,Rajkot,Transaction,35861.0,166182.0
969,1039.0,2024-08-06,Entertainment,Expense,40130.0,Debit Card,Electricity,Vadodara,Transaction,94742.0,185209.0
970,1084.0,2024-12-06,Food,Income,33541.0,Cash,Zomato,Surat,Transaction,16287.0,33780.0
971,1495.0,2026-02-08,Travel,Expense,20390.0,Debit Card,Cinema,Bhavnagar,Transaction,88826.0,48537.0
972,1160.0,2024-01-10,Rent,Income,4479.0,Wallet,Electricity,Surat,Transaction,33635.0,41884.0
973,1025.0,2024-09-25,Entertainment,Expense,25795.0,UPI,DMart,Rajkot,Transaction,99062.0,83262.0
974,1173.0,2024-06-08,Rent,Expense,24808.0,Debit Card,College,Rajkot,Transaction,32192.0,82267.0
975,1424.0,2026-01-16,Entertainment,Income,30642.0,Credit Card,Amazon,Rajkot,Transaction,51106.0,168620.0
976,1147.0,2025-02-05,Food,Expense,32083.0,Net Banking,College,Surat,Transaction,97808.0,180196.0
977,1108.0,2024-04-05,Bills,Expense,42545.0,UPI,Cinema,Vadodara,Transaction,26373.0,118216.0
978,1306.0,2026-01-12,Entertainment,Expense,545.0,Cash,Uber,Vadodara,Transaction,,148079.0
979,1291.0,2026-03-27,Grocery,Expense,5153.0,Wallet,Amazon,Surat,Transaction,56166.0,12210.0
980,1153.0,2025-12-13,Entertainment,Expense,14273.0,Net Banking,Cinema,Vadodara,Transaction,,84831.0
981,1206.0,2025-12-28,Entertainment,Expense,39622.0,Net Banking,Zomato,Surat,Transaction,26083.0,103854.0
982,1198.0,2025-02-20,Food,Expense,5016.0,Cash,Zomato,Vadodara,Transaction,98775.0,199924.0
983,1421.0,2024-07-20,Rent,Income,45833.0,Cash,Swiggy,Vadodara,Transaction,9932.0,123687.0
984,1460.0,2024-02-13,Grocery,Expense,13612.0,Cash,Local Shop,Surat,Transaction,30027.0,106907.0
985,1387.0,2024-09-18,Food,Income,9628.0,Net Banking,Cinema,Surat,Transaction,6807.0,
986,1352.0,2026-02-06,Education,Income,21577.0,Net Banking,Amazon,Ahmedabad,Transaction,23361.0,45192.0
987,1013.0,2025-08-17,Rent,Expense,33259.0,Cash,College,Rajkot,Transaction,89748.0,199599.0
988,1405.0,2024-03-16,Education,Income,17781.0,Credit Card,Local Shop,Bhavnagar,Transaction,73025.0,4821.0
989,,2025-08-21,Others,Income,11976.0,Credit Card,Uber,Surat,Transaction,46901.0,25753.0
990,1480.0,2025-08-01,Rent,Income,906.0,UPI,Cinema,Surat,Transaction,41756.0,54400.0
991,1246.0,2026-06-05,Travel,Expense,20912.0,Credit Card,DMart,Rajkot,Transaction,57303.0,158389.0
992,1170.0,2024-09-15,Entertainment,Expense,48128.0,Wallet,Amazon,Surat,Transaction,12826.0,5287.0
993,1118.0,2025-07-17,Food,Income,3330.0,Credit Card,Local Shop,Vadodara,Transaction,56720.0,25203.0
994,1450.0,2024-04-15,Shopping,Income,18164.0,UPI,Cinema,Bhavnagar,Transaction,41796.0,188735.0
995,1366.0,2024-06-08,Food,Expense,3756.0,Cash,Electricity,Rajkot,Transaction,58982.0,115383.0
996,1162.0,2024-11-01,Education,Expense,3487.0,Wallet,Amazon,Surat,Transaction,99533.0,115666.0
997,1313.0,2024-10-14,Healthcare,Expense,15866.0,Debit Card,Cinema,Bhavnagar,Transaction,13889.0,37978.0
998,1187.0,2025-08-21,Entertainment,Expense,49634.0,UPI,Local Shop,Surat,Transaction,74555.0,84527.0
999,1462.0,2025-03-02,Food,Income,6890.0,Wallet,Amazon,Ahmedabad,Transaction,15628.0,45022.0
1000,1405.0,2025-04-10,Grocery,Income,12267.0,Wallet,Swiggy,Surat,Transaction,52066.0,138232.0
1001,1485.0,2026-01-24,Food,Expense,5065.0,Debit Card,Electricity,Rajkot,Transaction,65569.0,28468.0
1002,1306.0,2026-01-20,Rent,Income,38362.0,Debit Card,Electricity,Surat,Transaction,52686.0,36469.0
1003,1296.0,2026-03-21,Entertainment,Income,20327.0,UPI,Uber,Ahmedabad,Transaction,62715.0,54190.0
1004,1100.0,2024-06-16,Food,Income,45725.0,Debit Card,Electricity,Rajkot,Transaction,69356.0,141349.0
1005,1041.0,2025-06-03,Food,Expense,,UPI,College,Bhavnagar,Transaction,30489.0,163967.0
1006,1063.0,2026-01-05,Grocery,Income,32663.0,Cash,DMart,Vadodara,Transaction,40255.0,103181.0
1007,1209.0,2024-06-21,Bills,Income,44979.0,Net Banking,Zomato,Rajkot,Transaction,61033.0,81207.0
1008,1207.0,2025-02-21,Healthcare,Income,2716.0,Debit Card,Uber,Rajkot,Transaction,30223.0,
1009,1220.0,2025-12-26,Healthcare,Expense,11609.0,Wallet,Electricity,Bhavnagar,Transaction,21871.0,182358.0
1010,1188.0,2026-02-26,Travel,Expense,32889.0,Credit Card,Amazon,Surat,Transaction,61994.0,9022.0
1011,1298.0,2026-02-01,Bills,Expense,11815.0,Debit Card,Cinema,Surat,Transaction,77941.0,199626.0
1012,1419.0,2025-03-09,Shopping,Expense,24434.0,Net Banking,Electricity,Rajkot,Transaction,8985.0,43708.0
1013,1062.0,2025-10-03,Healthcare,Expense,44926.0,Wallet,Amazon,Rajkot,Transaction,75790.0,50352.0
1014,1040.0,2024-08-15,Grocery,Expense,20325.0,UPI,College,Ahmedabad,Transaction,60072.0,72261.0
1015,1398.0,2025-10-15,Others,Income,45556.0,UPI,Zomato,Ahmedabad,Transaction,5622.0,139636.0
1016,1097.0,2025-09-11,Travel,Expense,44003.0,Cash,Uber,Vadodara,Transaction,48484.0,53692.0
1017,1216.0,2025-12-19,Healthcare,Income,8841.0,Wallet,Amazon,Bhavnagar,Transaction,53583.0,117952.0
1018,1289.0,2024-11-07,Others,Income,30499.0,Net Banking,Zomato,Bhavnagar,Transaction,34179.0,41781.0
1019,1050.0,2024-10-26,Grocery,Expense,18888.0,Wallet,Uber,Surat,Transaction,94162.0,73522.0
1020,1477.0,2024-06-30,Education,Income,28213.0,Debit Card,Zomato,Surat,Transaction,95644.0,79157.0
1021,1124.0,2025-02-25,Rent,Income,36936.0,UPI,Uber,Ahmedabad,Transaction,76145.0,86559.0
1022,1332.0,2025-10-11,Bills,Income,45386.0,Cash,Swiggy,Rajkot,Transaction,36368.0,30216.0
1023,1067.0,2025-02-09,Entertainment,Income,8275.0,Debit Card,Uber,Surat,Transaction,83981.0,13789.0
1024,1115.0,2024-06-11,Others,Expense,15440.0,Credit Card,Cinema,Rajkot,Transaction,88521.0,153175.0
1025,1144.0,2026-04-06,Shopping,Expense,38080.0,Wallet,Cinema,Surat,Transaction,78844.0,184189.0
1026,1299.0,2024-02-03,Food,Income,,Net Banking,Uber,Bhavnagar,Transaction,74762.0,40380.0
1027,1447.0,2025-07-15,Entertainment,Income,47160.0,Net Banking,Local Shop,Surat,Transaction,9496.0,90893.0
1028,1361.0,2024-08-25,Rent,Expense,42668.0,Wallet,Swiggy,Bhavnagar,Transaction,88126.0,48358.0
1029,1263.0,2025-05-19,Healthcare,Income,8316.0,UPI,Pharmacy,Rajkot,Transaction,32380.0,12252.0
1030,1022.0,2026-01-05,Travel,Expense,46799.0,Cash,Uber,Rajkot,Transaction,28881.0,30695.0
1031,1189.0,2024-02-21,Healthcare,Income,41391.0,UPI,Zomato,Vadodara,Transaction,45899.0,157759.0
1032,1377.0,2024-07-13,Healthcare,Income,22362.0,Credit Card,Amazon,Ahmedabad,Transaction,41548.0,172894.0
1033,1107.0,2024-08-06,Others,Income,25909.0,Cash,College,Rajkot,Transaction,,120046.0
1034,1429.0,2025-01-22,Others,Expense,45143.0,Net Banking,Amazon,Vadodara,Transaction,53634.0,129123.0
1035,1208.0,2026-02-06,Healthcare,Income,,Wallet,Pharmacy,Surat,Transaction,12643.0,106018.0
1036,1015.0,2024-11-07,Education,Income,40330.0,Cash,College,Ahmedabad,Transaction,16775.0,79671.0
1037,1403.0,2025-02-17,Bills,Income,35830.0,Cash,Local Shop,Surat,Transaction,,124798.0
1038,1401.0,2024-08-16,Rent,Income,39313.0,Wallet,Uber,Vadodara,Transaction,96990.0,86848.0
1039,,2024-02-06,Food,Expense,19102.0,Debit Card,Amazon,Ahmedabad,Transaction,7279.0,165586.0
1040,1207.0,2026-05-04,Others,Income,43506.0,Debit Card,Swiggy,Ahmedabad,Transaction,37543.0,4898.0
1041,1475.0,2024-08-07,Others,Income,49892.0,Wallet,Electricity,Vadodara,Transaction,59645.0,147492.0
1042,1308.0,2024-03-05,Bills,Income,12979.0,Credit Card,Electricity,Rajkot,Transaction,,33443.0
1043,1038.0,2024-09-27,Entertainment,Expense,23395.0,UPI,Uber,Ahmedabad,Transaction,91567.0,59746.0
1044,1346.0,2026-06-09,Bills,Expense,12498.0,Credit Card,Zomato,Vadodara,Transaction,52079.0,150488.0
1045,1097.0,2024-11-26,Entertainment,Expense,26764.0,Wallet,Local Shop,Surat,Transaction,16745.0,98831.0
1046,1424.0,2024-08-09,Food,Expense,31494.0,Credit Card,Swiggy,Bhavnagar,Transaction,62570.0,1301.0
1047,1065.0,2025-02-02,Healthcare,Income,19346.0,Credit Card,Pharmacy,Rajkot,Transaction,77607.0,
1048,1193.0,2025-10-07,Others,Income,16945.0,Credit Card,Local Shop,Bhavnagar,Transaction,33803.0,64607.0
1049,1473.0,2025-07-02,Healthcare,Income,19850.0,Wallet,Amazon,Surat,Transaction,65703.0,132546.0
1050,1200.0,2025-05-02,Education,Expense,49872.0,Wallet,DMart,Surat,Transaction,7514.0,8519.0
1051,1230.0,2026-05-18,Education,Expense,47225.0,Debit Card,DMart,Rajkot,Transaction,53739.0,112913.0
1052,1217.0,2024-07-05,Healthcare,Income,12280.0,UPI,Swiggy,Rajkot,Transaction,,191780.0
1053,1072.0,2025-12-12,Grocery,Expense,46720.0,Wallet,Swiggy,Surat,Transaction,83402.0,96977.0
1054,1103.0,2024-09-19,Others,Income,42668.0,Debit Card,College,Ahmedabad,Transaction,14372.0,20787.0
1055,1163.0,2024-11-25,Shopping,Income,,Debit Card,Zomato,Vadodara,Transaction,61314.0,22125.0
1056,1474.0,2026-01-29,Travel,Income,18663.0,Wallet,Amazon,Ahmedabad,Transaction,26923.0,118728.0
1057,1103.0,2024-09-16,Entertainment,Expense,6870.0,Wallet,Zomato,Ahmedabad,Transaction,99253.0,74484.0
1058,1231.0,2025-03-01,Grocery,Income,22372.0,Wallet,Zomato,Rajkot,Transaction,66003.0,118463.0
1059,1450.0,2024-10-09,Education,Expense,39378.0,Wallet,Pharmacy,Ahmedabad,Transaction,16421.0,150643.0
1060,1244.0,2024-04-16,Entertainment,Expense,23241.0,UPI,Zomato,Surat,Transaction,,103869.0
1061,,2026-04-06,Shopping,Income,7694.0,Debit Card,Electricity,Vadodara,Transaction,6818.0,150352.0
1062,1492.0,2026-06-18,Others,Expense,5960.0,Net Banking,Swiggy,Vadodara,Transaction,32535.0,182532.0
1063,1492.0,2025-12-29,Grocery,Income,6374.0,Debit Card,Electricity,Bhavnagar,Transaction,79623.0,78393.0
1064,1258.0,2025-07-22,Rent,Expense,10266.0,Wallet,Electricity,Surat,Transaction,73657.0,120377.0
1065,1202.0,2025-07-21,Bills,Expense,8510.0,Cash,Amazon,Ahmedabad,Transaction,76182.0,36064.0
1066,1296.0,2025-02-20,Entertainment,Expense,2894.0,Wallet,Cinema,Vadodara,Transaction,70734.0,120923.0
1067,1169.0,2025-07-10,Bills,Expense,26585.0,Debit Card,DMart,Ahmedabad,Transaction,93771.0,196788.0
1068,1184.0,2026-03-12,Food,Income,20805.0,Cash,Pharmacy,Vadodara,Transaction,13477.0,171964.0
1069,1445.0,2026-06-10,Bills,Income,9203.0,Credit Card,Amazon,Surat,Transaction,61164.0,61266.0
1070,1207.0,2024-08-05,Entertainment,Expense,26607.0,Net Banking,College,Vadodara,Transaction,44417.0,123329.0
1071,1218.0,2024-01-18,Others,Expense,29490.0,UPI,Local Shop,Vadodara,Transaction,64625.0,138374.0
1072,1289.0,2025-10-13,Entertainment,Expense,,Net Banking,Electricity,Bhavnagar,Transaction,27848.0,172147.0
1073,1372.0,2025-06-16,Food,Income,14200.0,Wallet,College,Ahmedabad,Transaction,19533.0,97934.0
1074,1117.0,2024-11-29,Travel,Income,6067.0,Credit Card,Swiggy,Surat,Transaction,73083.0,95784.0
1075,1200.0,2024-12-25,Others,Income,17631.0,Cash,Amazon,Vadodara,Transaction,37136.0,133571.0
1076,1343.0,2026-02-20,Education,Expense,32767.0,Credit Card,DMart,Ahmedabad,Transaction,20245.0,127508.0
1077,1135.0,2024-12-18,Rent,Expense,24176.0,Debit Card,Pharmacy,Surat,Transaction,75361.0,157561.0
1078,1144.0,2025-08-03,Entertainment,Expense,4676.0,Wallet,Electricity,Surat,Transaction,78699.0,116734.0
1079,1185.0,2024-12-03,Bills,Expense,24278.0,Net Banking,Swiggy,Surat,Transaction,27332.0,116721.0
1080,1001.0,2026-01-31,Travel,Income,21881.0,UPI,Zomato,Surat,Transaction,92158.0,187616.0
1081,1173.0,2025-07-26,Entertainment,Income,,Debit Card,DMart,Ahmedabad,Transaction,23403.0,33958.0
1082,1457.0,2025-02-02,Others,Income,24942.0,UPI,DMart,Bhavnagar,Transaction,16299.0,195770.0
1083,1379.0,2024-09-23,Healthcare,Expense,10008.0,Wallet,DMart,Bhavnagar,Transaction,80367.0,191423.0
1084,1467.0,2025-03-29,Rent,Income,33465.0,Net Banking,Electricity,Rajkot,Transaction,90306.0,3213.0
1085,1404.0,2024-04-27,Grocery,Income,1225.0,Cash,Uber,Ahmedabad,Transaction,81849.0,6447.0
1086,1133.0,2025-03-02,Shopping,Income,35514.0,Cash,Amazon,Bhavnagar,Transaction,83347.0,156436.0
1087,1325.0,2024-07-12,Healthcare,Income,11433.0,Cash,Uber,Ahmedabad,Transaction,98659.0,31683.0
1088,1465.0,2025-09-03,Rent,Income,14282.0,UPI,Pharmacy,Bhavnagar,Transaction,,13235.0
1089,1251.0,2024-08-27,Food,Income,420.0,UPI,College,Vadodara,Transaction,72020.0,122493.0
1090,1432.0,2025-04-20,Entertainment,Expense,38594.0,Debit Card,Zomato,Vadodara,Transaction,49329.0,159192.0
1091,1170.0,2025-04-22,Rent,Expense,32488.0,Cash,Electricity,Rajkot,Transaction,5860.0,49188.0
1092,1124.0,2024-02-16,Entertainment,Income,17225.0,Wallet,Pharmacy,Surat,Transaction,94213.0,143604.0
1093,1291.0,2026-03-06,Healthcare,Income,38858.0,Debit Card,Uber,Bhavnagar,Transaction,10187.0,133739.0
1094,1488.0,2024-09-17,Rent,Expense,34780.0,Net Banking,Zomato,Vadodara,Transaction,70659.0,98813.0
1095,,2026-05-25,Education,Expense,18227.0,Credit Card,Zomato,Bhavnagar,Transaction,79829.0,83582.0
1096,1483.0,2025-09-21,Healthcare,Income,43051.0,Net Banking,Local Shop,Surat,Transaction,70011.0,43410.0
1097,1474.0,2025-07-07,Healthcare,Income,29056.0,Credit Card,DMart,Bhavnagar,Transaction,67505.0,179846.0
1098,1468.0,2025-06-14,Shopping,Income,14651.0,Credit Card,Electricity,Bhavnagar,Transaction,92267.0,181473.0
1099,,2025-06-12,Others,Income,10969.0,UPI,Zomato,Bhavnagar,Transaction,88270.0,199461.0
1100,1169.0,2024-02-02,Food,Expense,12422.0,Credit Card,Swiggy,Surat,Transaction,65230.0,107565.0
1101,1260.0,2024-08-24,Travel,Expense,36406.0,Cash,Local Shop,Ahmedabad,Transaction,68833.0,45395.0
1102,1045.0,2024-01-17,Shopping,Expense,11786.0,Wallet,Amazon,Rajkot,Transaction,15958.0,143044.0
1103,1224.0,2026-04-04,Entertainment,Expense,12587.0,Debit Card,Local Shop,Rajkot,Transaction,50256.0,171223.0
1104,1032.0,2025-04-23,Entertainment,Expense,6800.0,Net Banking,Pharmacy,Vadodara,Transaction,,89240.0
1105,1132.0,2025-02-07,Food,Expense,4563.0,UPI,Swiggy,Surat,Transaction,44625.0,35896.0
1106,1087.0,2025-09-25,Bills,Expense,8282.0,Credit Card,Local Shop,Bhavnagar,Transaction,37445.0,105852.0
1107,1185.0,2024-05-11,Rent,Expense,7649.0,Cash,DMart,Surat,Transaction,85645.0,99707.0
1108,1187.0,2025-12-05,Healthcare,Expense,5228.0,Debit Card,DMart,Surat,Transaction,8811.0,149465.0
1109,1482.0,2025-09-20,Rent,Income,14314.0,Net Banking,Swiggy,Rajkot,Transaction,32511.0,122070.0
1110,1006.0,2024-09-20,Travel,Expense,14830.0,UPI,Amazon,Surat,Transaction,56316.0,4943.0
1111,1071.0,2024-11-22,Food,Expense,7107.0,Credit Card,Local Shop,Vadodara,Transaction,59742.0,
1112,1070.0,2025-12-11,Bills,Income,35498.0,Wallet,Uber,Ahmedabad,Transaction,49947.0,130044.0
1113,1118.0,2025-01-07,Food,Expense,1966.0,Net Banking,Cinema,Vadodara,Transaction,83739.0,
1114,1098.0,2024-07-03,Travel,Expense,19386.0,UPI,Local Shop,Ahmedabad,Transaction,77019.0,17923.0
1115,1026.0,2024-11-24,Rent,Income,33205.0,UPI,Zomato,Surat,Transaction,24418.0,195247.0
1116,1127.0,2026-06-12,Others,Income,35102.0,Credit Card,Cinema,Bhavnagar,Transaction,89699.0,63494.0
1117,1193.0,2025-03-09,Others,Income,47278.0,Wallet,Local Shop,Surat,Transaction,79182.0,39148.0
1118,1079.0,2025-11-08,Travel,Income,25421.0,Net Banking,Cinema,Surat,Transaction,55319.0,131887.0
1119,1118.0,2025-07-08,Entertainment,Income,43583.0,Cash,Electricity,Ahmedabad,Transaction,26764.0,126961.0
1120,1437.0,2025-05-23,Grocery,Income,29329.0,Debit Card,Pharmacy,Ahmedabad,Transaction,23839.0,132373.0
1121,1289.0,2026-03-25,Rent,Income,10881.0,Credit Card,Local Shop,Rajkot,Transaction,30587.0,160345.0
1122,1495.0,2024-10-12,Travel,Income,2494.0,Debit Card,Swiggy,Rajkot,Transaction,68066.0,116766.0
1123,1011.0,2024-08-05,Rent,Income,170.0,UPI,Zomato,Rajkot,Transaction,40196.0,196164.0
1124,1379.0,2025-08-09,Rent,Expense,,Credit Card,Electricity,Rajkot,Transaction,25915.0,131567.0
1125,1377.0,2025-09-27,Education,Income,24714.0,Credit Card,Amazon,Vadodara,Transaction,14464.0,142510.0
1126,1332.0,2024-05-01,Rent,Income,31134.0,Wallet,Local Shop,Surat,Transaction,,94130.0
1127,1295.0,2025-09-17,Food,Income,42170.0,UPI,Cinema,Surat,Transaction,55462.0,98673.0
1128,1201.0,2025-10-09,Shopping,Expense,31558.0,Cash,Electricity,Rajkot,Transaction,84266.0,189236.0
1129,1085.0,2025-09-18,Entertainment,Income,,Wallet,College,Surat,Transaction,84335.0,48661.0
1130,1095.0,2025-02-08,Entertainment,Income,12702.0,Cash,DMart,Ahmedabad,Transaction,97088.0,112619.0
1131,1309.0,2025-11-08,Education,Income,,Net Banking,DMart,Vadodara,Transaction,61759.0,49741.0
1132,1215.0,2025-03-22,Food,Expense,18718.0,Cash,Electricity,Vadodara,Transaction,95135.0,
1133,,2025-01-21,Others,Expense,19346.0,UPI,Amazon,Ahmedabad,Transaction,16342.0,85182.0
1134,1376.0,2024-02-28,Food,Income,32294.0,Debit Card,DMart,Rajkot,Transaction,49338.0,110934.0
1135,1114.0,2024-09-17,Healthcare,Income,24813.0,Debit Card,DMart,Rajkot,Transaction,26956.0,112660.0
1136,1491.0,2025-09-19,Rent,Expense,21523.0,Cash,DMart,Vadodara,Transaction,90730.0,188827.0
1137,1109.0,2026-01-25,Grocery,Income,37623.0,Net Banking,Zomato,Ahmedabad,Transaction,32936.0,113473.0
1138,1001.0,2024-03-08,Grocery,Expense,42153.0,Wallet,Amazon,Surat,Transaction,,163204.0
1139,1334.0,2025-04-06,Rent,Income,3335.0,UPI,Zomato,Bhavnagar,Transaction,88789.0,12252.0
1140,1331.0,2024-02-01,Shopping,Expense,,Credit Card,Amazon,Bhavnagar,Transaction,60630.0,59957.0
1141,1382.0,2025-07-16,Food,Expense,28625.0,UPI,College,Bhavnagar,Transaction,9585.0,93966.0
1142,1086.0,2025-02-16,Healthcare,Income,45368.0,Wallet,Uber,Ahmedabad,Transaction,66666.0,73586.0
1143,1290.0,2024-01-07,Others,Expense,36629.0,Wallet,DMart,Surat,Transaction,56565.0,
1144,1023.0,2026-01-07,Bills,Income,18332.0,UPI,Pharmacy,Ahmedabad,Transaction,88324.0,94455.0
1145,1496.0,2025-04-15,Shopping,Income,10183.0,UPI,College,Surat,Transaction,94532.0,13255.0
1146,1160.0,2026-06-04,Others,Income,11372.0,UPI,Local Shop,Ahmedabad,Transaction,79355.0,36750.0
1147,1061.0,2025-01-05,Food,Expense,7357.0,Net Banking,Zomato,Ahmedabad,Transaction,11356.0,46083.0
1148,1339.0,2024-11-03,Shopping,Income,35933.0,Debit Card,Amazon,Rajkot,Transaction,5775.0,180228.0
1149,1402.0,2024-01-14,Food,Income,11881.0,Credit Card,College,Bhavnagar,Transaction,15452.0,10376.0
1150,1432.0,2025-04-05,Travel,Expense,48874.0,Net Banking,Cinema,Bhavnagar,Transaction,68200.0,145606.0
1151,1245.0,2024-09-11,Food,Income,20466.0,Credit Card,Local Shop,Rajkot,Transaction,77318.0,108516.0
1152,1419.0,2025-03-24,Shopping,Income,47545.0,UPI,Swiggy,Ahmedabad,Transaction,92367.0,103092.0
1153,1050.0,2024-11-21,Healthcare,Income,32812.0,Wallet,Amazon,Bhavnagar,Transaction,95962.0,1064.0
1154,1269.0,2024-11-20,Healthcare,Income,8604.0,UPI,Electricity,Surat,Transaction,31360.0,161579.0
1155,1201.0,2026-02-16,Healthcare,Expense,29038.0,Credit Card,Uber,Vadodara,Transaction,96074.0,44371.0
1156,1337.0,2024-07-18,Shopping,Expense,7726.0,Wallet,Local Shop,Surat,Transaction,51522.0,160785.0
1157,,2024-10-09,Rent,Income,34715.0,UPI,College,Surat,Transaction,73936.0,68679.0
1158,1342.0,2025-10-31,Entertainment,Expense,44632.0,Credit Card,Swiggy,Vadodara,Transaction,40545.0,171466.0
1159,1306.0,2024-11-13,Education,Income,43028.0,Debit Card,Uber,Vadodara,Transaction,6631.0,139103.0
1160,1043.0,2024-05-28,Others,Income,44753.0,Net Banking,Local Shop,Ahmedabad,Transaction,79867.0,30711.0
1161,1430.0,2026-02-20,Food,Income,11914.0,UPI,Electricity,Rajkot,Transaction,34315.0,94601.0
1162,1414.0,2025-03-01,Food,Expense,28786.0,Wallet,Cinema,Vadodara,Transaction,56177.0,171434.0
1163,1036.0,2026-02-10,Healthcare,Expense,46482.0,Net Banking,DMart,Vadodara,Transaction,80186.0,101307.0
1164,1402.0,2025-04-02,Entertainment,Expense,7699.0,Debit Card,College,Surat,Transaction,60318.0,75740.0
1165,1071.0,2024-07-12,Grocery,Expense,39198.0,Credit Card,Amazon,Surat,Transaction,29819.0,104763.0
1166,1358.0,2025-06-22,Rent,Income,5153.0,Cash,College,Vadodara,Transaction,88126.0,163084.0
1167,1371.0,2025-04-26,Rent,Expense,11422.0,Cash,Uber,Ahmedabad,Transaction,83650.0,86657.0
1168,1228.0,2024-01-26,Rent,Income,438.0,Net Banking,Electricity,Vadodara,Transaction,93206.0,195003.0
1169,1412.0,2025-09-11,Bills,Expense,6398.0,Wallet,Cinema,Ahmedabad,Transaction,22152.0,75565.0
1170,1164.0,2025-09-19,Shopping,Expense,20879.0,Net Banking,Uber,Ahmedabad,Transaction,66614.0,168832.0
1171,1306.0,2024-10-15,Rent,Expense,1236.0,UPI,DMart,Bhavnagar,Transaction,75806.0,145300.0
1172,1050.0,2025-08-18,Travel,Expense,49957.0,Credit Card,Pharmacy,Rajkot,Transaction,39558.0,87665.0
1173,1173.0,2025-03-19,Food,Expense,2510.0,Cash,Zomato,Rajkot,Transaction,86002.0,141789.0
1174,1184.0,2024-08-29,Education,Expense,31439.0,Debit Card,College,Rajkot,Transaction,,178679.0
1175,1033.0,2024-03-28,Shopping,Expense,31636.0,Wallet,DMart,Ahmedabad,Transaction,43269.0,127272.0
1176,1035.0,2025-11-26,Education,Expense,11763.0,Net Banking,Amazon,Surat,Transaction,53736.0,47882.0
1177,1416.0,2026-03-19,Travel,Expense,37302.0,Debit Card,Amazon,Surat,Transaction,28872.0,136401.0
1178,1119.0,2026-05-29,Food,Expense,21628.0,Debit Card,Swiggy,Rajkot,Transaction,19577.0,37289.0
1179,1288.0,2024-10-16,Bills,Income,37433.0,Debit Card,Amazon,Vadodara,Transaction,39295.0,160028.0
1180,,2024-12-01,Healthcare,Income,31667.0,Debit Card,College,Vadodara,Transaction,63332.0,126904.0
1181,1036.0,2024-01-19,Travel,Expense,12964.0,Credit Card,Pharmacy,Rajkot,Transaction,95506.0,39966.0
1182,1341.0,2024-11-17,Bills,Expense,44994.0,Cash,Pharmacy,Surat,Transaction,93900.0,135325.0
1183,1287.0,2026-01-25,Grocery,Income,31149.0,Net Banking,Electricity,Surat,Transaction,23087.0,46958.0
