Trade_ID,Date,Company,Open,High,Low,Close,Volume,Market_Cap_Cr,PE_Ratio
1402,2024-11-02,Infosys,183.96,249.41,94.16,211.7,748580.0,497278.0,6.0
1403,2024-11-03,TCS,633.64,734.45,619.72,717.05,20241.0,327332.0,12.0
1404,2024-11-04,SBI,516.73,654.38,507.47,625.9,277148.0,333620.0,35.0
1405,2024-11-05,ICICI,2874.29,3011.11,2778.91,2922.51,429343.0,,18.0
1406,2024-11-06,HCL,1453.44,1559.2,1409.15,1488.22,970238.0,247725.0,51.0
1407,2024-11-07,Tata Motors,1496.14,1506.5,1364.99,1401.67,492381.0,159646.0,30.0
1408,2024-11-08,SBI,2710.93,2720.34,2666.89,2701.42,484260.0,14844.0,40.0
1409,2024-11-09,Reliance,2330.0,2479.4,2267.0,2451.61,922868.0,53286.0,60.0
1410,2024-11-10,HDFC,435.5,509.99,375.17,495.99,422960.0,247192.0,58.0
1411,2024-11-11,Reliance,257.41,290.61,240.86,251.36,124796.0,90239.0,52.0
1412,2024-11-12,SBI,2507.79,2523.37,2379.33,2520.47,711836.0,152199.0,37.0
1413,2024-11-13,HDFC,2859.58,2974.95,2856.66,2906.34,225122.0,310795.0,35.0
1414,2024-11-14,Wipro,626.2,718.79,575.94,680.27,476473.0,358443.0,43.0
1415,2024-11-15,Adani,2626.86,2757.22,2602.38,2667.82,60043.0,356380.0,57.0
1416,2024-11-16,HCL,2972.37,2991.3,2911.3,2983.86,630462.0,32076.0,52.0
1417,2024-11-17,SBI,852.22,865.56,710.66,864.95,914008.0,254859.0,52.0
1418,2024-11-18,HCL,2383.3,2458.13,2282.81,2344.66,794380.0,467004.0,23.0
1419,2024-11-19,Adani,2539.56,2597.64,2506.29,2536.35,809723.0,110198.0,9.0
1420,2024-11-20,HCL,1832.36,1855.89,1788.32,1842.93,591935.0,175603.0,24.0
1421,2024-11-21,Infosys,601.54,610.84,530.42,592.48,685582.0,64907.0,57.0
1422,2024-11-22,TCS,1198.93,1280.23,1058.94,1227.6,436030.0,85063.0,53.0
1423,2024-11-23,ICICI,331.42,352.84,204.5,347.96,954138.0,460735.0,59.0
1424,2024-11-24,Wipro,1140.75,1220.64,1049.93,1197.35,821916.0,391844.0,60.0
1425,2024-11-25,ICICI,818.77,925.6,733.56,775.47,85499.0,121195.0,10.0
1426,2024-11-26,TCS,2970.06,3096.23,2891.42,2923.97,185464.0,407159.0,27.0
1427,2024-11-27,Adani,2007.06,2153.76,1954.28,1980.33,598188.0,163971.0,52.0
1428,2024-11-28,Wipro,1050.59,1090.66,1014.16,1077.57,272125.0,384936.0,12.0
1429,2024-11-29,Adani,927.79,1043.96,844.09,924.7,894960.0,371941.0,37.0
1430,2024-11-30,Reliance,604.32,686.85,485.12,516.23,735393.0,94798.0,39.0
1431,2024-12-01,HDFC,2597.67,2639.15,2559.81,2613.5,299496.0,265236.0,52.0
1432,2024-12-02,HDFC,833.59,974.84,832.3,906.67,329371.0,215057.0,30.0
1433,2024-12-03,HDFC,1931.54,2010.84,1918.71,1994.44,990925.0,142055.0,48.0
1434,2024-12-04,Infosys,1367.54,1445.42,1309.26,1392.25,211805.0,46250.0,16.0
1435,2024-12-05,Adani,567.71,693.67,464.73,472.84,213154.0,233358.0,56.0
1436,2024-12-06,Infosys,2595.32,2733.15,2548.37,2678.57,56607.0,26765.0,55.0
1437,2024-12-07,HCL,219.0,227.77,179.74,202.64,640429.0,488905.0,8.0
1438,2024-12-08,HDFC,606.2,655.73,603.86,604.02,70583.0,112832.0,26.0
1439,2024-12-09,Adani,619.32,638.67,481.41,498.47,905487.0,371078.0,57.0
1440,2024-12-10,Infosys,2093.53,2105.96,1973.31,2092.13,525807.0,494601.0,46.0
1441,2024-12-11,TCS,2696.24,2819.1,2641.46,2662.41,664139.0,276342.0,35.0
1442,2024-12-12,Adani,2569.17,2600.79,2516.84,2596.9,261066.0,366016.0,40.0
1443,2024-12-13,ICICI,1780.08,1913.5,1708.49,1749.79,424168.0,138218.0,34.0
1444,2024-12-14,SBI,556.5,622.22,491.45,582.61,200147.0,85247.0,46.0
1445,2024-12-15,Wipro,2141.93,2164.61,2019.18,2030.47,80037.0,488842.0,8.0
1446,2024-12-16,Tata Motors,708.23,839.71,614.16,631.83,192104.0,361896.0,55.0
1447,2024-12-17,Wipro,782.71,861.56,700.06,745.1,576624.0,111172.0,21.0
1448,2024-12-18,Wipro,2251.58,2301.1,2188.44,2200.74,979692.0,55079.0,18.0
1449,2024-12-19,HCL,2298.23,2407.0,2267.35,2282.14,326094.0,113610.0,23.0
1450,2024-12-20,HCL,1206.21,1245.87,1170.44,1216.6,83650.0,485366.0,42.0
1451,2024-12-21,HDFC,1724.51,1854.41,1586.43,1805.45,813322.0,392913.0,60.0
1452,2024-12-22,Infosys,549.33,671.69,472.42,640.78,806576.0,324692.0,56.0
1453,2024-12-23,Infosys,1054.24,1135.57,916.32,1134.83,278005.0,366365.0,31.0
1454,2024-12-24,Tata Motors,2796.75,2835.56,2683.19,2787.2,176604.0,139660.0,34.0
1455,2024-12-25,HDFC,2271.04,2334.39,2263.45,2323.2,342229.0,337261.0,21.0
1456,2024-12-26,SBI,1101.81,1248.74,962.67,1046.66,163617.0,218483.0,32.0
1457,2024-12-27,HCL,1456.24,1588.75,1432.21,1552.86,396216.0,253633.0,17.0
1458,2024-12-28,Infosys,1476.01,1506.19,1383.8,1415.58,366523.0,185198.0,23.0
1459,2024-12-29,HDFC,1993.64,1994.34,1870.58,1912.17,495190.0,486947.0,57.0
1460,2024-12-30,Reliance,2003.84,2038.23,1969.44,2033.9,641978.0,431882.0,53.0
1461,2024-01-01,Infosys,384.11,432.1,308.51,347.55,654454.0,211001.0,44.0
1462,2024-01-02,Infosys,1133.64,1278.18,1004.54,1100.37,333721.0,150919.0,40.0
1463,2024-01-03,SBI,2752.67,2826.15,2649.75,2739.94,578020.0,422784.0,20.0
1464,2024-01-04,HCL,523.59,590.3,432.5,446.88,420144.0,86803.0,57.0
1465,2024-01-05,HCL,997.42,1063.5,857.06,1031.72,995904.0,237481.0,32.0
1466,2024-01-06,Infosys,2623.06,2729.52,2527.21,2623.8,756838.0,276630.0,30.0
1467,2024-01-07,HDFC,362.09,408.52,339.63,353.28,852973.0,293509.0,52.0
1468,2024-01-08,ICICI,2132.48,2185.0,2100.17,2180.18,757445.0,422940.0,21.0
1469,2024-01-09,Reliance,1759.98,1790.39,1681.82,1745.14,498738.0,309127.0,28.0
1470,2024-01-10,Tata Motors,911.56,1033.11,778.61,939.95,492074.0,145726.0,10.0
1471,2024-01-11,SBI,1523.83,1557.95,1490.8,1506.62,299630.0,454126.0,15.0
1472,2024-01-12,ICICI,2553.77,2576.78,2505.08,2576.31,776708.0,316124.0,20.0
1473,2024-01-13,Wipro,1336.68,1470.36,1240.45,1366.54,427756.0,375569.0,6.0
1474,2024-01-14,HDFC,1694.65,1704.05,1691.04,1698.25,848358.0,209343.0,45.0
1475,2024-01-15,Tata Motors,2447.78,2561.34,2407.23,2470.11,930520.0,225590.0,58.0
1476,2024-01-16,TCS,1716.14,1831.15,1683.36,1723.3,509146.0,181124.0,57.0
1477,2024-01-17,TCS,1751.72,1828.2,1669.9,1758.41,292162.0,212839.0,32.0
1478,2024-01-18,ICICI,1953.67,1957.11,1855.89,1950.17,135276.0,173496.0,44.0
1479,2024-01-19,ICICI,1396.38,1475.89,1326.47,1465.08,411885.0,311722.0,42.0
1480,2024-01-20,HDFC,1204.16,1241.3,1186.95,1208.85,339068.0,487368.0,42.0
1481,2024-01-21,Adani,276.65,351.53,264.1,345.96,627667.0,269907.0,59.0
1482,2024-01-22,SBI,1383.4,1423.71,1341.61,1423.69,92215.0,51073.0,25.0
1483,2024-01-23,ICICI,521.96,669.78,509.11,575.47,914685.0,71582.0,42.0
1484,2024-01-24,Tata Motors,1161.65,1291.21,1104.05,1271.35,38266.0,184436.0,22.0
1485,2024-01-25,ICICI,210.35,259.5,149.99,258.65,592289.0,220974.0,56.0
1486,2024-01-26,SBI,2657.44,2804.54,2521.0,2532.56,832563.0,402539.0,47.0
1487,2024-01-27,Wipro,2811.14,2955.64,2728.26,2866.98,948323.0,264988.0,38.0
1488,2024-01-28,Reliance,2460.69,2542.25,2326.22,2388.12,826346.0,308551.0,12.0
1489,2024-01-29,TCS,1607.58,1680.7,1517.13,1570.37,591903.0,32160.0,14.0
1490,2024-01-30,Infosys,418.17,528.14,401.73,479.88,504279.0,101905.0,59.0
1491,2024-01-31,Adani,1660.12,1713.34,1627.25,1709.54,518393.0,367264.0,20.0
1492,2024-02-01,SBI,259.24,275.13,112.07,178.53,97407.0,96510.0,23.0
1493,2024-02-02,TCS,2773.18,2888.02,2695.63,2831.97,149730.0,58395.0,50.0
1494,2024-02-03,Wipro,2698.31,2783.37,2590.07,2620.66,518900.0,119236.0,17.0
1495,2024-02-04,Tata Motors,334.05,441.88,232.66,310.9,909612.0,85431.0,20.0
1496,2024-02-05,HDFC,2721.9,2779.55,2661.13,2762.93,898222.0,410888.0,60.0
1497,2024-02-06,Infosys,611.19,633.07,484.5,558.8,165339.0,,16.0
1498,2024-02-07,ICICI,618.94,647.33,476.22,550.58,510090.0,66141.0,22.0
1499,2024-02-08,ICICI,950.15,960.6,853.22,938.38,430176.0,,59.0
1500,2024-02-09,Infosys,367.93,497.14,323.08,406.64,535169.0,193880.0,11.0
1501,2024-02-10,HCL,261.66,377.44,215.42,250.88,952733.0,228960.0,15.0
1502,2024-02-11,Reliance,2816.95,2819.36,2743.43,2813.27,474478.0,138497.0,30.0
1503,2024-02-12,SBI,903.38,1050.38,775.83,865.11,813878.0,433550.0,43.0
1504,2024-02-13,SBI,2367.09,2406.49,2239.77,2370.78,608735.0,356871.0,43.0
1505,2024-02-14,ICICI,2063.48,2177.22,1928.0,2157.45,610014.0,267002.0,52.0
1506,2024-02-15,HCL,1753.02,1836.13,1653.83,1700.05,315706.0,456934.0,10.0
1507,2024-02-16,HCL,2137.74,2262.64,2114.19,2215.57,579623.0,150983.0,23.0
1508,2024-02-17,HDFC,2517.02,2650.0,2465.45,2613.22,217126.0,100104.0,35.0
1509,2024-02-18,SBI,790.91,901.15,668.58,767.23,27538.0,480121.0,8.0
1510,2024-02-19,Reliance,2540.27,2558.82,2454.49,2520.82,600196.0,310664.0,56.0
1511,2024-02-20,TCS,1049.6,1077.61,999.25,1018.44,461727.0,159207.0,33.0
1512,2024-02-21,Adani,734.39,869.78,732.8,796.01,551763.0,163699.0,6.0
1513,2024-02-22,Adani,161.16,182.29,50.0,50.46,132615.0,320776.0,31.0
1514,2024-02-23,TCS,2800.25,2816.29,2670.21,2681.82,252869.0,184762.0,44.0
1515,2024-02-24,HCL,1301.69,1387.86,1153.43,1343.77,322819.0,104077.0,9.0
1516,2024-02-25,HCL,533.51,678.12,500.42,651.54,96325.0,27729.0,39.0
1517,2024-02-26,HDFC,2709.52,2714.2,2572.64,2651.85,116025.0,,56.0
1518,2024-02-27,TCS,2904.5,2910.43,2868.48,2886.23,717080.0,407026.0,30.0
1519,2024-02-28,TCS,1815.26,1868.71,1677.73,1786.54,878944.0,86829.0,22.0
1520,2024-02-29,HCL,850.99,888.4,807.73,850.61,588626.0,181263.0,15.0
1521,2024-03-01,SBI,1468.07,1579.42,1375.95,1480.07,403710.0,474366.0,57.0
1522,2024-03-02,HDFC,1750.7,1786.11,1733.88,1783.13,15571.0,217898.0,16.0
1523,2024-03-03,TCS,1090.32,1210.64,1007.55,1139.94,26966.0,13177.0,55.0
1524,2024-03-04,SBI,1516.26,1559.87,1487.24,1534.26,878531.0,399628.0,27.0
1525,2024-03-05,SBI,1119.56,1201.63,1101.29,1152.36,955606.0,162315.0,47.0
1526,2024-03-06,ICICI,2737.19,2823.15,2713.22,2743.08,621011.0,230924.0,47.0
1527,2024-03-07,HDFC,1612.04,1751.4,1475.46,1490.5,645044.0,455811.0,31.0
1528,2024-03-08,Tata Motors,125.27,159.3,50.0,56.63,849742.0,287734.0,13.0
1529,2024-03-09,HCL,839.84,847.9,748.96,754.59,315092.0,277861.0,60.0
1530,2024-03-10,Adani,1227.88,1254.87,1106.71,1142.06,497537.0,43276.0,27.0
1531,2024-03-11,TCS,1230.54,1245.93,1176.48,1240.51,939339.0,204732.0,37.0
1532,2024-03-12,Tata Motors,2360.97,2372.57,2239.68,2304.84,575494.0,272246.0,46.0
1533,2024-03-13,TCS,1044.28,1150.76,894.31,1135.28,244907.0,8738.0,7.0
1534,2024-03-14,TCS,872.49,957.74,761.46,820.04,275338.0,409344.0,13.0
1535,2024-03-15,HCL,2537.64,2541.48,2494.37,2507.02,688269.0,326808.0,12.0
1536,2024-03-16,HDFC,1447.76,1465.1,1312.74,1339.0,372413.0,470882.0,29.0
1537,2024-03-17,Infosys,2032.27,2109.21,1978.04,2039.56,38136.0,267152.0,6.0
1538,2024-03-18,ICICI,2479.4,2574.05,2368.31,2424.39,615548.0,287729.0,13.0
1539,2024-03-19,Infosys,217.01,280.22,149.6,258.15,85774.0,311697.0,27.0
1540,2024-03-20,Reliance,2726.95,2852.41,2695.23,2788.39,625610.0,477340.0,48.0
1541,2024-03-21,Reliance,1182.17,1257.86,1036.94,1155.57,206468.0,153744.0,33.0
1542,2024-03-22,Reliance,1039.0,1091.03,957.2,989.54,298918.0,438692.0,17.0
1543,2024-03-23,Wipro,2010.98,2110.72,2003.04,2096.22,120124.0,463216.0,6.0
1544,2024-03-24,Tata Motors,2328.27,2465.05,2194.88,2263.55,311973.0,181558.0,30.0
1545,2024-03-25,HDFC,2755.92,2808.77,2628.28,2673.33,557816.0,404095.0,30.0
1546,2024-03-26,Wipro,1083.91,1098.84,949.84,963.9,75409.0,281519.0,20.0
1547,2024-03-27,Reliance,1666.12,1716.22,1630.06,1637.93,777247.0,58021.0,39.0
1548,2024-03-28,Reliance,725.82,747.58,697.61,745.03,794643.0,441194.0,
1549,2024-03-29,Wipro,1907.38,1989.31,1758.69,1917.08,605504.0,490213.0,44.0
1550,2024-03-30,Tata Motors,1468.31,1608.13,1384.4,1598.42,450030.0,264992.0,60.0
1551,2024-03-31,ICICI,2657.91,2795.29,2579.4,2655.63,437934.0,259632.0,55.0
1552,2024-04-01,ICICI,1684.73,1692.45,1609.43,1692.13,198520.0,44780.0,16.0
1553,2024-04-02,ICICI,265.06,372.0,158.59,236.69,453383.0,,19.0
1554,2024-04-03,HCL,560.45,603.32,434.96,548.73,609745.0,467667.0,30.0
1555,2024-04-04,ICICI,1729.4,1820.29,1705.67,1786.48,357484.0,316157.0,48.0
1556,2024-04-05,HCL,1012.64,1083.16,921.96,946.33,539093.0,411446.0,23.0
1557,2024-04-06,ICICI,273.05,359.56,224.4,323.53,654290.0,164293.0,51.0
1558,2024-04-07,Adani,1944.81,1947.96,1923.09,1928.17,991876.0,418979.0,26.0
1559,2024-04-08,HDFC,2613.71,2708.4,2574.35,2690.85,216866.0,149072.0,57.0
1560,2024-04-09,TCS,1946.04,2068.89,1833.53,2042.88,853263.0,133204.0,
1561,2024-04-10,TCS,242.9,259.69,206.09,250.16,120443.0,435443.0,5.0
1562,2024-04-11,Reliance,1358.07,1395.16,1321.23,1346.29,908334.0,111782.0,50.0
1563,2024-04-12,TCS,1867.85,1974.46,1768.77,1971.54,840817.0,367048.0,59.0
1564,2024-04-13,Adani,2412.0,2429.08,2409.0,2427.98,663049.0,47103.0,25.0
1565,2024-04-14,Tata Motors,1451.12,1549.94,1437.76,1516.37,908595.0,317738.0,40.0
1566,2024-04-15,HCL,2281.31,2369.41,2233.52,2299.7,715251.0,480757.0,6.0
1567,2024-04-16,ICICI,839.85,941.74,739.12,770.41,740013.0,253896.0,51.0
1568,2024-04-17,HDFC,1987.13,2048.02,1969.6,1987.08,30862.0,139405.0,28.0
1569,2024-04-18,SBI,1271.72,1350.73,1220.62,1346.89,145725.0,237103.0,47.0
1570,2024-04-19,HDFC,1045.55,1133.34,959.01,982.24,662624.0,153213.0,14.0
1571,2024-04-20,Wipro,481.97,529.73,332.08,433.84,558468.0,102671.0,57.0
1572,2024-04-21,Infosys,1480.47,1576.88,1389.48,1495.83,762976.0,183813.0,38.0
1573,2024-04-22,Adani,247.46,344.63,216.5,221.23,663255.0,206424.0,18.0
1574,2024-04-23,Infosys,2448.69,2565.29,2307.69,2522.49,44082.0,323027.0,6.0
1575,2024-04-24,ICICI,349.55,488.58,290.78,384.61,730527.0,426909.0,34.0
1576,2024-04-25,HDFC,1186.73,1258.07,1067.69,1145.45,55734.0,28822.0,52.0
1577,2024-04-26,Wipro,1619.71,1672.29,1590.47,1608.64,202013.0,161653.0,55.0
1578,2024-04-27,TCS,696.43,783.21,600.45,666.67,199114.0,186930.0,13.0
1579,2024-04-28,Tata Motors,404.38,414.29,286.47,332.56,390225.0,313807.0,51.0
1580,2024-04-29,Wipro,1406.49,1473.61,1351.34,1406.0,613458.0,332753.0,16.0
1581,2024-04-30,Reliance,2902.57,2959.74,2782.79,2958.26,568434.0,39092.0,39.0
1582,2024-05-01,SBI,1381.79,1410.73,1369.44,1373.25,76763.0,292539.0,49.0
1583,2024-05-02,TCS,1352.87,1496.19,1213.15,1421.7,282058.0,232785.0,59.0
1584,2024-05-03,SBI,2384.94,2474.4,2368.29,2373.45,338000.0,378599.0,40.0
1585,2024-05-04,HCL,2781.42,2785.44,2778.88,2782.1,302386.0,310810.0,55.0
1586,2024-05-05,SBI,2923.28,3020.0,2917.97,2995.11,478363.0,343569.0,13.0
1587,2024-05-06,Adani,380.23,452.88,267.71,366.06,164510.0,208622.0,14.0
1588,2024-05-07,HDFC,1813.12,1874.41,1688.68,1711.86,945504.0,338489.0,41.0
1589,2024-05-08,Wipro,1866.95,1974.56,1766.65,1856.47,356120.0,7747.0,36.0
1590,2024-05-09,ICICI,2698.52,2718.15,2684.06,2702.18,289283.0,221242.0,48.0
1591,2024-05-10,HCL,1641.89,1718.11,1518.34,1614.85,57755.0,475572.0,40.0
1592,2024-05-11,Adani,2959.82,2961.92,2849.32,2877.92,339943.0,,44.0
1593,2024-05-12,Infosys,2409.82,2452.98,2352.02,2385.87,982463.0,65293.0,26.0
1594,2024-05-13,HCL,1596.67,1673.1,1475.16,1522.51,37905.0,304947.0,43.0
1595,2024-05-14,HCL,1480.94,1481.34,1381.86,1475.49,529691.0,116538.0,56.0
1596,2024-05-15,ICICI,2684.55,2789.19,2539.41,2638.26,111747.0,104318.0,6.0
1597,2024-05-16,Infosys,1189.17,1248.75,1124.69,1215.17,304746.0,36652.0,27.0
1598,2024-05-17,Tata Motors,821.26,944.18,782.36,905.73,124811.0,467138.0,30.0
1599,2024-05-18,HDFC,2386.04,2414.56,2337.41,2354.73,628477.0,260520.0,38.0
1600,2024-05-19,Infosys,1347.17,1384.7,1281.57,1331.0,875584.0,468404.0,59.0
1601,2024-05-20,ICICI,1112.77,1249.86,963.52,1137.49,253808.0,53222.0,26.0
1602,2024-05-21,Tata Motors,704.79,787.53,625.23,672.41,873347.0,203716.0,47.0
1603,2024-05-22,Reliance,2597.88,2669.58,2518.01,2615.58,272877.0,241322.0,60.0
1604,2024-05-23,ICICI,1588.04,1593.65,1551.12,1551.66,48071.0,153250.0,39.0
1605,2024-05-24,Adani,974.77,1013.57,852.24,866.91,793038.0,206896.0,54.0
1606,2024-05-25,ICICI,1258.13,1384.77,1208.86,1308.53,144932.0,119381.0,5.0
1607,2024-05-26,TCS,598.24,717.59,510.93,700.02,185036.0,171080.0,22.0
1608,2024-05-27,Wipro,502.68,556.21,467.8,545.69,987904.0,92533.0,23.0
1609,2024-05-28,ICICI,1057.26,1112.12,914.29,970.9,535082.0,352330.0,29.0
1610,2024-05-29,HDFC,1159.44,1252.48,1122.22,1227.79,947710.0,477333.0,48.0
1611,2024-05-30,ICICI,2273.14,2388.56,2124.65,2276.83,723632.0,476098.0,42.0
1612,2024-05-31,TCS,1596.32,1639.35,1545.88,1560.57,906554.0,319813.0,31.0
1613,2024-06-01,Adani,782.04,849.9,689.32,733.49,263538.0,295837.0,46.0
1614,2024-06-02,Tata Motors,208.23,261.33,191.35,240.87,,444598.0,22.0
1615,2024-06-03,Tata Motors,1179.36,1247.37,1115.7,1231.5,367875.0,253082.0,29.0
1616,2024-06-04,Adani,2283.3,2365.39,2243.63,2250.28,218411.0,292542.0,31.0
1617,2024-06-05,SBI,625.22,694.59,550.39,558.29,100843.0,76395.0,48.0
1618,2024-06-06,Tata Motors,433.54,493.02,394.8,459.25,454069.0,350443.0,
1619,2024-06-07,Reliance,1381.38,1528.48,1245.16,1250.68,189748.0,26770.0,13.0
1620,2024-06-08,Adani,276.4,390.65,223.48,314.9,79871.0,29506.0,48.0
1621,2024-06-09,TCS,1539.05,1685.66,1483.47,1507.94,618770.0,90942.0,45.0
1622,2024-06-10,Reliance,1403.62,1480.99,1283.26,1336.53,643348.0,15268.0,54.0
1623,2024-06-11,TCS,611.85,743.98,531.01,622.43,558632.0,228762.0,22.0
1624,2024-06-12,HDFC,2590.04,2689.53,2467.62,2609.45,170046.0,77234.0,8.0
1625,2024-06-13,SBI,2177.46,2259.55,2076.43,2256.59,482700.0,154881.0,14.0
1626,2024-06-14,SBI,1649.64,1736.74,1642.49,1709.94,566428.0,357696.0,19.0
1627,2024-06-15,Wipro,853.81,866.12,714.79,763.67,879067.0,307472.0,42.0
1628,2024-06-16,ICICI,750.11,790.44,638.66,680.05,476196.0,264420.0,16.0
1629,2024-06-17,Wipro,2710.98,2718.46,2674.28,2712.94,684017.0,226686.0,11.0
1630,2024-06-18,HDFC,1970.38,2050.98,1937.52,2041.28,773274.0,35019.0,35.0
1631,2024-06-19,TCS,1358.45,1469.62,1222.03,1370.91,442656.0,125969.0,34.0
1632,2024-06-20,Infosys,2509.42,2510.42,2374.36,2405.77,183434.0,20930.0,50.0
1633,2024-06-21,TCS,1109.87,1179.25,1102.78,1131.99,637730.0,209648.0,30.0
1634,2024-06-22,HCL,2982.66,3005.0,2842.96,2971.92,760181.0,62120.0,25.0
1635,2024-06-23,Tata Motors,2864.16,2936.23,2775.87,2800.4,457848.0,477548.0,6.0
1636,2024-06-24,HDFC,524.58,639.25,428.6,592.07,59335.0,350859.0,35.0
1637,2024-06-25,ICICI,2228.9,2288.75,2092.27,2176.9,174900.0,190212.0,29.0
1638,2024-06-26,Tata Motors,2423.72,2485.85,2394.6,2403.93,40835.0,83198.0,16.0
1639,2024-06-27,HCL,200.71,245.46,89.39,223.57,421494.0,61769.0,55.0
1640,2024-06-28,ICICI,2172.28,2254.97,2051.33,2198.79,461945.0,72011.0,8.0
1641,2024-06-29,ICICI,1507.51,1625.51,1371.17,1595.4,374687.0,119448.0,5.0
1642,2024-06-30,ICICI,1236.68,1316.1,1204.58,1244.37,793052.0,255156.0,53.0
1643,2024-07-01,ICICI,1787.62,1789.01,1762.67,1785.71,270236.0,371857.0,30.0
1644,2024-07-02,Adani,116.34,176.86,84.61,101.82,559315.0,297003.0,11.0
1645,2024-07-03,Infosys,2297.38,2441.43,2207.73,2210.85,977301.0,,15.0
1646,2024-07-04,TCS,2640.27,2730.71,2597.06,2659.02,661561.0,359381.0,58.0
1647,2024-07-05,Tata Motors,1171.12,1304.62,1028.04,1043.22,615566.0,354362.0,45.0
1648,2024-07-06,Adani,2923.82,2951.12,2916.53,2936.84,485110.0,76847.0,55.0
1649,2024-07-07,SBI,1983.63,2087.59,1891.05,1989.05,914688.0,165525.0,
1650,2024-07-08,Adani,250.63,385.5,130.9,193.81,736243.0,18386.0,47.0
1651,2024-07-09,Tata Motors,1163.06,1183.81,1149.38,1177.37,106318.0,179875.0,58.0
1652,2024-07-10,Infosys,2754.49,2799.08,2725.12,2767.14,493509.0,464661.0,19.0
1653,2024-07-11,Adani,2612.98,2620.44,2486.98,2525.73,565943.0,371546.0,17.0
1654,2024-07-12,SBI,2541.81,2572.97,2420.66,2443.32,836835.0,100341.0,47.0
1655,2024-07-13,Wipro,1108.53,1111.39,1101.26,1104.95,884750.0,362783.0,47.0
1656,2024-07-14,HDFC,663.1,767.0,562.22,750.98,654181.0,82724.0,20.0
1657,2024-07-15,Infosys,235.92,364.37,121.2,299.2,731153.0,178515.0,56.0
1658,2024-07-16,Wipro,889.75,897.79,870.46,872.42,546233.0,389245.0,34.0
1659,2024-07-17,ICICI,2965.05,3065.96,2958.39,3058.75,,62057.0,29.0
1660,2024-07-18,ICICI,2588.36,2721.71,2510.4,2527.53,251130.0,74320.0,34.0
1661,2024-07-19,HCL,1769.51,1771.97,1741.66,1767.29,578445.0,28893.0,41.0
1662,2024-07-20,Infosys,222.82,299.56,120.08,141.01,354309.0,206527.0,10.0
1663,2024-07-21,Tata Motors,2971.63,3103.84,2895.86,3081.41,134682.0,91476.0,16.0
1664,2024-07-22,HDFC,1012.35,1105.29,969.68,992.98,558326.0,452712.0,58.0
1665,2024-07-23,HDFC,889.52,953.51,864.61,895.38,368602.0,147642.0,24.0
1666,2024-07-24,ICICI,2056.73,2107.8,1973.45,2106.58,323294.0,394819.0,37.0
1667,2024-07-25,HCL,2373.57,2444.75,2303.51,2314.41,378411.0,149030.0,53.0
1668,2024-07-26,Wipro,2712.3,2806.56,2688.73,2752.85,375485.0,477184.0,44.0
1669,2024-07-27,TCS,250.37,285.16,190.74,252.18,377789.0,468646.0,48.0
1670,2024-07-28,Adani,1012.68,1117.57,932.57,1084.89,536162.0,428061.0,41.0
1671,2024-07-29,Adani,2540.71,2622.18,2440.43,2611.25,102963.0,180830.0,40.0
1672,2024-07-30,Wipro,2446.49,2593.82,2356.86,2590.39,303101.0,464443.0,12.0
1673,2024-07-31,Reliance,2051.98,2092.1,2050.25,2066.65,246865.0,94452.0,14.0
1674,2024-08-01,Infosys,2744.9,2862.66,2669.39,2711.74,30678.0,262790.0,9.0
1675,2024-08-02,HCL,218.22,231.0,88.92,103.0,141437.0,358559.0,6.0
1676,2024-08-03,ICICI,883.68,886.81,750.79,757.44,613821.0,116958.0,5.0
1677,2024-08-04,HCL,1941.51,2055.19,1936.07,2009.23,589414.0,,58.0
1678,2024-08-05,HCL,1852.32,1962.7,1767.65,1829.69,720276.0,261151.0,50.0
1679,2024-08-06,SBI,1883.24,1904.19,1754.49,1902.13,122146.0,288344.0,59.0
1680,2024-08-07,TCS,2281.99,2308.68,2242.84,2305.41,864466.0,21149.0,28.0
1681,2024-08-08,Reliance,2369.05,2491.71,2358.35,2479.66,100387.0,321377.0,35.0
1682,2024-08-09,HDFC,348.35,395.08,226.32,239.44,950032.0,340309.0,31.0
1683,2024-08-10,HCL,1238.16,1328.76,1157.34,1183.45,90822.0,287464.0,11.0
1684,2024-08-11,Infosys,2986.37,3053.04,2935.01,3005.95,982824.0,129838.0,44.0
1685,2024-08-12,Wipro,1314.46,1389.54,1255.57,1341.97,666356.0,128987.0,41.0
1686,2024-08-13,ICICI,856.38,864.13,839.22,850.23,123670.0,275279.0,49.0
1687,2024-08-14,HDFC,202.47,231.84,200.46,202.51,460845.0,27746.0,38.0
1688,2024-08-15,Adani,2707.89,2733.56,2633.64,2695.27,940267.0,294340.0,58.0
1689,2024-08-16,Wipro,2686.09,2687.97,2584.38,2586.6,435341.0,103611.0,24.0
1690,2024-08-17,TCS,945.48,1074.74,922.51,1017.68,388943.0,214214.0,34.0
1691,2024-08-18,HDFC,1502.36,1536.94,1376.3,1429.85,481492.0,222465.0,33.0
1692,2024-08-19,SBI,2508.85,2566.99,2412.15,2467.63,990722.0,133197.0,57.0
1693,2024-08-20,HCL,1888.7,1948.22,1842.41,1901.62,684925.0,131780.0,18.0
1694,2024-08-21,Tata Motors,2210.59,2211.21,2207.04,2207.37,,347293.0,51.0
1695,2024-08-22,Wipro,627.57,742.29,608.53,649.41,656214.0,163602.0,42.0
