Date,Country,Region,Cases,Recovered,Deaths,Active,NewCases,NewDeaths,Lockdown,Vaccine
2021-03-19,South Africa,Africa,106888.0,101759.0,5129.0,0,783.0,57.0,28.4,82.2
2020-09-15,Brazil,South America,226376.0,168998.0,9783.0,47595,2817.0,9.0,50.2,9.5
2023-04-30,Australia,Oceania,22232.0,18671.0,75.0,3486,2948.0,51.0,78.4,71.2
2022-01-10,India,Asia,286622.0,198156.0,11095.0,77371,4031.0,25.0,96.8,11.2
2022-02-01,Canada,North America,223251.0,172262.0,7807.0,43182,4506.0,74.0,21.4,78.1
2021-06-04,USA,North America,44773.0,39819.0,1071.0,3883,3441.0,81.0,59.5,54.5
2020-03-24,Australia,Oceania,301843.0,178513.0,220.0,123110,1393.0,52.0,68.8,21.7
2020-10-10,USA,North America,385943.0,225699.0,12821.0,147423,2553.0,10.0,31.0,41.8
2021-11-15,Germany,Europe,395118.0,325089.0,7418.0,62611,,91.0,76.2,64.8
2022-11-03,Germany,Europe,137012.0,76113.0,232.0,60667,2869.0,,24.2,57.8
2022-04-16,USA,North America,249433.0,181068.0,6752.0,61613,1375.0,16.0,50.8,15.8
2022-08-12,South Africa,Africa,332136.0,194338.0,5393.0,132405,124.0,16.0,92.3,35.7
2021-09-17,Brazil,South America,46318.0,38004.0,1109.0,7205,534.0,61.0,32.8,91.6
2020-09-30,Italy,Europe,96581.0,55718.0,3283.0,37580,2735.0,9.0,59.7,62.5
2020-04-29,Germany,Europe,297943.0,168354.0,9549.0,120040,1613.0,20.0,98.4,61.6
2022-09-12,Germany,Europe,182870.0,120670.0,7725.0,54475,3975.0,53.0,90.4,70.4
2020-05-29,Canada,North America,26693.0,23482.0,1016.0,2195,2327.0,51.0,20.4,73.6
2020-08-29,Canada,North America,199195.0,178122.0,1181.0,19892,2094.0,43.0,48.8,18.6
2021-05-09,Germany,Europe,363070.0,231026.0,10691.0,121353,58.0,45.0,38.3,87.8
2021-11-30,USA,North America,11236.0,8471.0,533.0,2232,1240.0,49.0,56.7,11.6
2021-07-21,UK,Europe,450755.0,266222.0,20292.0,164241,2096.0,40.0,26.8,9.0
2021-10-18,South Africa,Africa,187218.0,104187.0,5195.0,77836,4859.0,39.0,94.8,87.7
2023-05-01,India,Asia,133697.0,127915.0,5782.0,0,1843.0,56.0,87.1,10.1
2023-01-03,USA,North America,144371.0,127468.0,5882.0,11021,,53.0,44.5,80.8
2022-10-31,Brazil,South America,393785.0,238229.0,1973.0,153583,2548.0,55.0,43.3,62.1
2023-02-28,USA,North America,387118.0,355063.0,3530.0,28525,710.0,30.0,75.4,52.5
2021-11-08,UK,Europe,30755.0,23082.0,1374.0,6299,4906.0,97.0,26.2,50.2
2021-08-12,Italy,Europe,77142.0,70030.0,834.0,6278,945.0,21.0,48.0,9.2
2023-01-08,Japan,Asia,316138.0,231980.0,8686.0,75472,4438.0,25.0,94.4,22.3
2020-05-12,USA,North America,32154.0,25590.0,1123.0,5441,434.0,91.0,13.3,89.4
2021-06-22,USA,North America,427223.0,372028.0,16087.0,39108,3693.0,26.0,81.2,99.5
2020-08-31,UK,Europe,381511.0,314412.0,4812.0,62287,,33.0,64.3,2.2
2022-07-17,Brazil,South America,452331.0,242510.0,3600.0,206221,4775.0,93.0,73.3,49.0
2020-10-05,India,Asia,462146.0,324428.0,7329.0,130389,4378.0,10.0,84.7,14.8
2020-01-23,Australia,Oceania,194126.0,156823.0,3727.0,33576,441.0,100.0,65.1,6.5
2023-05-04,Brazil,South America,318954.0,209054.0,12019.0,97881,251.0,46.0,40.5,73.8
2022-02-11,Brazil,South America,266394.0,141723.0,3200.0,121471,4711.0,50.0,68.8,80.4
2020-05-08,Japan,Asia,463944.0,304849.0,22196.0,136899,2497.0,85.0,65.3,27.0
2022-09-15,UK,Europe,,239019.0,7208.0,82833,1947.0,96.0,74.6,86.3
2020-03-09,India,Asia,66623.0,47214.0,2355.0,17054,415.0,5.0,43.8,83.0
2021-01-20,Canada,North America,24939.0,17671.0,115.0,7153,3591.0,94.0,67.3,37.6
2021-04-14,Japan,Asia,439363.0,428257.0,2322.0,8784,861.0,86.0,96.5,91.4
2020-03-29,Australia,Oceania,154640.0,87388.0,2777.0,64475,2162.0,3.0,93.9,81.9
2020-08-13,USA,North America,33982.0,20145.0,1549.0,12288,1662.0,78.0,66.6,66.9
2022-12-23,South Africa,Africa,458288.0,353470.0,2505.0,102313,3780.0,63.0,73.8,98.1
2020-09-13,Germany,Europe,342698.0,261310.0,14038.0,67350,4529.0,5.0,30.9,76.6
2020-05-22,Italy,Europe,198088.0,165297.0,820.0,31971,1109.0,28.0,87.1,77.0
2020-03-06,India,Asia,263170.0,174910.0,12489.0,75771,2013.0,35.0,70.7,42.8
2020-09-25,USA,North America,53576.0,44136.0,501.0,8939,2780.0,4.0,62.7,94.7
2020-07-06,Australia,Oceania,443833.0,333667.0,21928.0,88238,3502.0,24.0,80.8,27.2
2020-03-02,USA,North America,114057.0,76825.0,900.0,36332,1059.0,84.0,99.5,80.8
2022-02-20,South Africa,Africa,107614.0,101594.0,4491.0,1529,776.0,75.0,82.5,32.6
2020-11-01,Italy,Europe,355286.0,346007.0,424.0,8855,1838.0,26.0,,36.5
2021-03-30,USA,North America,312273.0,225073.0,15128.0,72072,417.0,87.0,42.3,99.6
2022-05-11,India,Asia,406701.0,301270.0,7045.0,98386,4793.0,61.0,67.6,5.9
2020-06-22,Italy,Europe,313351.0,267802.0,1027.0,44522,4750.0,34.0,,16.8
2022-07-01,South Africa,Africa,340493.0,171540.0,3648.0,165305,33.0,0.0,80.8,20.8
2020-08-10,Brazil,South America,252856.0,135420.0,10793.0,106643,4606.0,75.0,76.5,59.8
2020-05-01,Australia,Oceania,463668.0,407588.0,354.0,55726,199.0,90.0,89.9,3.2
2020-06-11,India,Asia,119813.0,105032.0,4330.0,10451,4112.0,59.0,82.7,77.9
2020-09-01,Australia,Oceania,203510.0,107916.0,5667.0,89927,1488.0,41.0,78.1,14.1
2020-06-03,South Africa,Africa,390726.0,331869.0,4698.0,54159,3782.0,68.0,53.7,7.2
2023-04-08,Japan,Asia,278325.0,155372.0,7976.0,114977,3778.0,28.0,89.5,34.6
2023-02-23,India,Asia,435843.0,312817.0,12184.0,110842,397.0,47.0,,5.3
2020-04-23,USA,North America,357007.0,281072.0,2812.0,73123,2281.0,88.0,36.4,3.7
2021-03-06,Australia,Oceania,214509.0,112455.0,5106.0,96948,246.0,77.0,26.3,20.1
2020-11-22,India,Asia,256935.0,229241.0,4993.0,22701,462.0,84.0,93.6,41.6
2021-02-24,Japan,Asia,365008.0,229046.0,5874.0,130088,1029.0,32.0,32.0,43.2
2022-01-21,Canada,North America,,276430.0,514.0,164168,2551.0,55.0,34.3,26.3
2021-02-05,USA,North America,247044.0,181476.0,11242.0,54326,4321.0,13.0,28.2,19.3
2021-07-18,Italy,Europe,436195.0,242669.0,20425.0,173101,914.0,35.0,83.9,5.8
2021-03-09,Australia,Oceania,167824.0,108187.0,3947.0,55690,2089.0,91.0,37.5,65.4
2022-05-29,Australia,Oceania,473016.0,441393.0,39.0,31584,3492.0,75.0,88.5,16.6
2020-08-18,India,Asia,315195.0,200026.0,5201.0,109968,3326.0,14.0,80.6,1.1
2020-08-16,South Africa,Africa,424273.0,248527.0,19105.0,156641,2717.0,19.0,58.6,99.0
2022-11-10,Canada,North America,102588.0,82681.0,3105.0,16802,351.0,98.0,44.0,41.2
2022-11-20,Japan,Asia,190793.0,105432.0,3985.0,81376,447.0,83.0,18.4,56.8
2021-07-12,Canada,North America,214715.0,164867.0,7826.0,42022,2314.0,27.0,92.0,5.0
2020-03-11,Japan,Asia,112039.0,65842.0,1599.0,44598,1717.0,92.0,50.6,97.0
2021-09-09,Brazil,South America,290257.0,179687.0,3014.0,107556,4544.0,79.0,16.5,23.7
2022-07-26,Australia,Oceania,128378.0,87448.0,381.0,40549,4792.0,53.0,,18.9
2022-12-30,Italy,Europe,266713.0,183375.0,6668.0,76670,3367.0,13.0,49.1,61.1
2021-09-01,Italy,Europe,212564.0,154720.0,5167.0,52677,4936.0,28.0,75.2,31.8
2020-05-19,South Africa,Africa,144946.0,126774.0,935.0,17237,342.0,14.0,95.2,45.5
2020-07-23,Canada,North America,202696.0,136565.0,99.0,66032,2977.0,21.0,98.2,92.7
2021-10-05,Brazil,South America,367749.0,285403.0,15437.0,66909,2156.0,99.0,19.1,42.1
2020-04-06,South Africa,Africa,96116.0,51048.0,4710.0,40358,3857.0,44.0,30.0,64.6
2020-10-18,Brazil,South America,420541.0,286748.0,18061.0,115732,3110.0,22.0,79.2,38.8
2022-01-26,India,Asia,329127.0,298395.0,12940.0,17792,974.0,24.0,50.1,93.0
2022-08-03,Brazil,South America,71537.0,48590.0,3079.0,19868,,67.0,72.7,3.0
2021-05-24,Germany,Europe,327892.0,297029.0,13865.0,16998,3341.0,20.0,11.2,44.4
2021-10-27,Brazil,South America,186641.0,179647.0,2996.0,3998,4604.0,87.0,20.7,61.2
2021-07-10,India,Asia,65560.0,39005.0,1762.0,24793,3689.0,28.0,76.2,79.8
2021-08-27,Japan,Asia,72538.0,66767.0,2288.0,3483,1133.0,6.0,14.5,87.5
2021-02-06,USA,North America,434503.0,308645.0,4087.0,121771,3981.0,73.0,18.3,9.2
2022-11-07,India,Asia,43078.0,23282.0,424.0,19372,1454.0,73.0,98.9,76.6
2020-09-25,Canada,North America,135323.0,72671.0,6298.0,56354,1866.0,35.0,72.8,60.5
2021-04-14,Brazil,South America,114105.0,69634.0,4940.0,39531,3172.0,74.0,53.2,97.4
2023-02-12,Italy,Europe,237205.0,226081.0,1316.0,9808,3253.0,49.0,93.2,92.4
2020-03-21,Canada,North America,390969.0,333582.0,1642.0,55745,2806.0,42.0,81.3,80.0
2023-01-29,Germany,Europe,476646.0,255410.0,8267.0,212969,3315.0,98.0,20.8,7.4
2021-08-07,Canada,North America,191084.0,149211.0,6152.0,35721,,90.0,43.2,7.4
2022-03-31,India,Asia,430228.0,286106.0,5954.0,138168,2201.0,46.0,25.1,13.6
2022-09-23,Australia,Oceania,392939.0,275509.0,,105515,1720.0,40.0,30.5,31.9
2021-02-04,USA,North America,432046.0,350866.0,8884.0,72296,2925.0,35.0,27.0,40.9
2021-12-03,India,Asia,284091.0,267824.0,7520.0,8747,3543.0,77.0,30.9,11.6
2020-05-10,Italy,Europe,416377.0,389965.0,15106.0,11306,1529.0,11.0,89.7,66.7
2022-05-18,Germany,Europe,394608.0,241947.0,9769.0,142892,4735.0,62.0,46.4,48.5
2022-03-16,Canada,North America,277486.0,233622.0,1831.0,42033,4776.0,52.0,92.0,72.3
2023-04-06,Brazil,South America,490538.0,439495.0,15504.0,35539,94.0,38.0,37.6,62.4
2021-11-11,Australia,Oceania,316132.0,167863.0,13761.0,134508,1162.0,45.0,62.2,83.3
2022-09-09,Italy,Europe,313298.0,266815.0,13276.0,33207,3039.0,13.0,35.2,76.3
2020-08-07,UK,Europe,454415.0,301466.0,22286.0,130663,1453.0,90.0,17.2,27.6
2020-07-06,Italy,Europe,209535.0,178486.0,5950.0,25099,1750.0,70.0,38.8,70.8
2021-09-11,USA,North America,275868.0,161802.0,10661.0,103405,2775.0,59.0,89.5,11.3
2023-03-04,USA,North America,180997.0,165285.0,6112.0,9600,362.0,14.0,70.3,19.1
2022-09-19,Canada,North America,250211.0,239786.0,10425.0,0,4294.0,95.0,21.5,19.5
2020-10-25,Australia,Oceania,198673.0,161733.0,3728.0,33212,1240.0,30.0,22.2,79.5
2023-04-06,Australia,Oceania,288961.0,218625.0,8305.0,62031,2457.0,14.0,87.2,57.0
2020-10-18,Canada,North America,204826.0,119921.0,3238.0,81667,2684.0,52.0,22.7,82.5
2023-03-31,UK,Europe,301278.0,291243.0,2069.0,7966,2992.0,99.0,65.4,95.8
2023-02-16,India,Asia,235652.0,188060.0,2134.0,45458,4037.0,24.0,12.2,85.7
2022-04-16,USA,North America,351157.0,234568.0,8197.0,108392,615.0,91.0,14.4,54.6
2021-11-01,Germany,Europe,198094.0,180404.0,2767.0,14923,834.0,18.0,72.8,
2022-01-15,Australia,Oceania,189532.0,127960.0,1501.0,60071,650.0,99.0,13.7,25.7
2020-05-28,UK,Europe,411664.0,289192.0,2376.0,120096,3206.0,92.0,26.4,89.1
2023-02-13,USA,North America,75251.0,70916.0,3606.0,729,2172.0,53.0,48.5,21.7
2022-02-24,Germany,Europe,384092.0,311508.0,9946.0,62638,1620.0,36.0,93.1,53.6
2020-12-02,USA,North America,310964.0,255915.0,15379.0,39670,4388.0,64.0,46.4,92.2
2021-10-15,Japan,Asia,390052.0,296129.0,9830.0,84093,9.0,70.0,57.2,34.9
2022-07-15,USA,North America,182721.0,155570.0,8935.0,18216,3596.0,64.0,87.2,20.0
2021-05-26,USA,North America,63000.0,39365.0,2776.0,20859,2416.0,52.0,54.4,39.5
2020-07-30,USA,North America,424883.0,363017.0,12223.0,49643,1694.0,97.0,58.6,48.4
2020-07-18,Canada,North America,338792.0,241860.0,3505.0,93427,1737.0,75.0,76.6,48.7
2021-02-02,Japan,Asia,481288.0,324593.0,9421.0,147274,1559.0,96.0,79.3,30.0
2022-11-03,Canada,North America,321072.0,306690.0,14382.0,0,1257.0,9.0,,47.9
2020-08-30,South Africa,Africa,266154.0,228574.0,11094.0,26486,3206.0,0.0,71.7,22.1
2022-02-09,South Africa,Africa,346142.0,223885.0,12401.0,109856,1776.0,28.0,63.4,56.9
2020-10-07,UK,Europe,177241.0,133741.0,1129.0,42371,1352.0,45.0,63.3,34.5
2020-02-12,Germany,Europe,290674.0,236338.0,1147.0,53189,2472.0,4.0,82.4,44.5
2020-07-13,Italy,Europe,215827.0,173192.0,8608.0,34027,639.0,90.0,73.4,14.9
2020-04-02,Italy,Europe,83477.0,50675.0,3959.0,28843,1303.0,16.0,24.0,42.1
2022-04-20,Germany,Europe,330516.0,241944.0,2873.0,85699,439.0,29.0,83.3,26.9
2023-02-10,Brazil,South America,449143.0,264516.0,8042.0,176585,30.0,84.0,27.7,3.7
2020-09-28,Italy,Europe,221238.0,145731.0,4436.0,71071,2984.0,65.0,54.4,4.6
2020-02-12,USA,North America,259612.0,245467.0,1680.0,12465,1582.0,64.0,47.6,7.4
2022-01-02,USA,North America,442148.0,428856.0,13292.0,0,3194.0,25.0,16.8,99.9
2020-07-17,Canada,North America,484574.0,293311.0,8704.0,182559,4535.0,51.0,19.7,91.0
2020-06-18,Germany,Europe,293656.0,190034.0,10833.0,92789,3128.0,78.0,71.9,73.7
2020-12-10,Germany,Europe,184640.0,111499.0,1443.0,71698,836.0,66.0,10.4,46.7
2020-03-10,Brazil,South America,326102.0,291716.0,12765.0,21621,562.0,2.0,27.2,57.6
2022-06-10,Australia,Oceania,346132.0,267897.0,17228.0,61007,1949.0,96.0,21.1,79.3
2021-04-04,India,Asia,30600.0,16357.0,1493.0,12750,2398.0,2.0,48.7,51.0
2022-07-12,Japan,Asia,225408.0,193993.0,8720.0,22695,4858.0,51.0,23.0,31.4
2021-02-10,Italy,Europe,236333.0,195984.0,5788.0,34561,2764.0,15.0,29.8,90.5
2020-02-03,Brazil,South America,67199.0,53460.0,2755.0,10984,2803.0,70.0,49.1,90.2
2022-04-02,UK,Europe,93510.0,48777.0,1073.0,43660,1630.0,56.0,58.3,20.2
2021-03-17,Australia,Oceania,333259.0,322651.0,9032.0,1576,4452.0,55.0,86.9,53.9
2022-10-31,Canada,North America,29915.0,16243.0,105.0,13567,4118.0,20.0,23.0,30.9
2022-02-09,UK,Europe,465321.0,425571.0,3813.0,35937,1361.0,5.0,66.0,68.0
2022-01-01,Germany,Europe,293873.0,258562.0,2838.0,32473,4680.0,66.0,98.5,56.0
2021-09-07,USA,North America,18016.0,12157.0,412.0,5447,4995.0,14.0,43.7,95.4
2022-07-20,Brazil,South America,302438.0,255895.0,10587.0,35956,4149.0,83.0,43.0,4.9
2021-04-14,UK,Europe,315802.0,253417.0,11665.0,50720,4390.0,43.0,21.9,13.3
2020-08-22,Italy,Europe,369235.0,341769.0,14649.0,12817,1360.0,77.0,52.4,41.1
2023-03-30,Australia,Oceania,86035.0,65867.0,,19303,2596.0,8.0,51.2,66.6
2020-10-01,India,Asia,56899.0,44229.0,911.0,11759,3262.0,80.0,65.6,67.0
2023-03-12,Brazil,South America,18315.0,10719.0,109.0,7487,2972.0,97.0,46.0,23.4
2020-06-12,India,Asia,386460.0,239177.0,18828.0,128455,2812.0,16.0,53.7,78.9
2022-08-19,Italy,Europe,189507.0,181593.0,7392.0,522,2575.0,68.0,94.2,81.2
2022-02-15,UK,Europe,437133.0,376155.0,18070.0,42908,2756.0,21.0,60.2,52.9
2021-04-08,Germany,Europe,360235.0,286127.0,16717.0,57391,3107.0,93.0,49.5,33.2
2020-05-10,Australia,Oceania,65692.0,57236.0,173.0,8283,4111.0,66.0,48.8,45.2
2021-09-27,South Africa,Africa,460870.0,349181.0,9070.0,102619,2049.0,61.0,98.2,31.5
2021-07-07,UK,Europe,289094.0,224969.0,5701.0,58424,4252.0,83.0,30.0,91.3
2023-02-08,USA,North America,43978.0,25154.0,943.0,17881,1328.0,17.0,85.8,29.1
2021-11-25,South Africa,Africa,191658.0,121048.0,4093.0,66517,1357.0,44.0,73.5,16.5
2022-01-05,UK,Europe,125348.0,65307.0,1344.0,58697,2194.0,32.0,83.5,78.4
2021-05-29,Brazil,South America,437796.0,265756.0,20723.0,151317,1405.0,63.0,75.7,76.2
2022-01-28,Australia,Oceania,108702.0,75386.0,2892.0,30424,2252.0,,78.7,10.9
2020-06-22,Germany,Europe,482988.0,325389.0,7338.0,150261,1202.0,76.0,51.7,48.2
2022-07-19,India,Asia,349056.0,211918.0,6836.0,130302,,43.0,,76.4
2022-07-07,South Africa,Africa,283128.0,187585.0,2512.0,93031,4403.0,92.0,98.6,7.9
2020-06-30,India,Asia,397998.0,384204.0,13794.0,0,1278.0,17.0,24.3,
2020-02-08,Australia,Oceania,162995.0,137529.0,198.0,25268,4499.0,23.0,38.0,87.9
2021-09-14,South Africa,Africa,58136.0,54970.0,1476.0,1690,4092.0,3.0,28.2,68.7
2021-07-02,Australia,Oceania,389595.0,241508.0,18454.0,129633,3079.0,80.0,48.5,10.3
2021-02-08,Germany,Europe,20390.0,10329.0,480.0,9581,3862.0,63.0,96.5,48.1
2022-03-12,UK,Europe,19376.0,15041.0,502.0,3833,529.0,0.0,84.3,15.5
2021-12-21,UK,Europe,336012.0,234349.0,12770.0,88893,4378.0,92.0,95.9,47.6
2022-07-10,Japan,Asia,231804.0,127276.0,2192.0,102336,782.0,12.0,17.9,11.1
2020-10-21,Australia,Oceania,311945.0,257232.0,13047.0,41666,4196.0,10.0,36.7,69.2
2020-01-26,USA,North America,211319.0,192258.0,3516.0,15545,1942.0,25.0,96.4,63.3
2022-09-30,UK,Europe,282992.0,228035.0,8411.0,46546,4978.0,65.0,31.5,59.2
2023-05-05,Italy,Europe,436854.0,327612.0,19768.0,89474,1916.0,17.0,53.2,35.8
2021-04-15,Brazil,South America,262013.0,,,98766,3523.0,58.0,94.5,87.7
2023-04-11,South Africa,Africa,492756.0,471505.0,3081.0,18170,1703.0,14.0,92.0,57.2
2022-07-07,UK,Europe,261857.0,210752.0,2096.0,49009,4454.0,28.0,45.7,79.8
2022-11-02,USA,North America,220949.0,134386.0,8667.0,77896,1154.0,28.0,81.0,9.4
2022-09-18,Canada,North America,108724.0,82421.0,5392.0,20911,4197.0,70.0,70.0,11.7
2020-05-03,Japan,Asia,87648.0,70213.0,4166.0,13269,4598.0,82.0,88.8,89.2
2021-10-19,Canada,North America,312990.0,173461.0,7126.0,132403,4312.0,53.0,59.4,55.2
2021-11-21,Brazil,South America,186652.0,143207.0,4914.0,38531,,85.0,91.0,23.5
2021-11-24,Japan,Asia,201885.0,124014.0,6914.0,70957,392.0,13.0,58.5,3.5
2020-04-23,Italy,Europe,171629.0,133103.0,635.0,37891,2482.0,55.0,51.1,72.3
2023-02-01,South Africa,Africa,125083.0,80208.0,5243.0,39632,3661.0,97.0,,24.2
2022-01-09,Japan,Asia,264580.0,184591.0,8110.0,71879,1843.0,74.0,16.0,59.6
2023-01-15,South Africa,Africa,225203.0,160834.0,895.0,63474,2964.0,27.0,41.2,9.9
2020-12-02,Canada,North America,233745.0,192948.0,7882.0,32915,2731.0,22.0,47.2,87.7
2022-02-16,Brazil,South America,382219.0,264741.0,15589.0,101889,3808.0,78.0,80.9,39.1
2021-07-20,Canada,North America,389359.0,259198.0,376.0,129785,4369.0,43.0,48.3,27.6
2022-10-02,Australia,Oceania,101782.0,88865.0,4227.0,8690,2366.0,79.0,15.3,27.9
2021-08-16,Italy,Europe,63409.0,60130.0,1270.0,2009,906.0,83.0,85.5,92.4
2021-01-05,Canada,North America,253121.0,211987.0,11807.0,29327,4183.0,61.0,54.8,76.7
2021-07-15,Japan,Asia,418753.0,392103.0,5625.0,21025,634.0,40.0,19.9,72.2
2020-07-12,USA,North America,337738.0,330131.0,6042.0,1565,2987.0,97.0,28.2,11.0
2021-01-16,South Africa,Africa,363105.0,212643.0,16036.0,134426,3190.0,48.0,57.0,80.2
2020-11-25,Brazil,South America,272821.0,192950.0,6243.0,73628,287.0,78.0,37.2,36.1
2020-12-19,India,Asia,86099.0,82128.0,525.0,3446,3111.0,7.0,91.6,6.1
2021-11-30,Canada,North America,124396.0,118990.0,3831.0,1575,3302.0,48.0,91.2,36.2
2020-07-15,Japan,Asia,267054.0,185940.0,3338.0,77776,996.0,9.0,20.1,14.2
2020-12-19,Brazil,South America,490495.0,251258.0,2640.0,236597,2660.0,81.0,36.1,46.9
2021-11-04,India,Asia,387108.0,226130.0,11485.0,149493,1356.0,59.0,97.9,4.0
2022-12-22,South Africa,Africa,304981.0,259272.0,13489.0,32220,2022.0,2.0,58.3,68.2
2020-08-22,Brazil,South America,219645.0,178203.0,797.0,40645,209.0,0.0,40.4,73.9
2020-11-11,Australia,Oceania,108080.0,66364.0,5143.0,36573,4317.0,25.0,36.5,58.6
2020-03-05,Italy,Europe,344743.0,329324.0,15419.0,0,2292.0,67.0,49.0,85.2
2021-06-08,India,Asia,74589.0,48510.0,3426.0,22653,1851.0,91.0,68.6,1.8
2023-05-04,Brazil,South America,150574.0,128819.0,6860.0,14895,2825.0,83.0,39.1,58.8
2022-06-15,Brazil,South America,22549.0,13798.0,415.0,8336,607.0,80.0,35.3,86.6
2021-12-28,Japan,Asia,292358.0,196238.0,11080.0,85040,1104.0,35.0,,66.3
2022-10-25,UK,Europe,116462.0,92321.0,257.0,23884,957.0,97.0,59.8,22.9
2020-07-05,USA,North America,234243.0,140556.0,10722.0,82965,2849.0,84.0,91.4,31.1
2022-01-02,Germany,Europe,59741.0,53601.0,1730.0,4410,1446.0,91.0,31.7,69.9
2021-08-03,South Africa,Africa,327646.0,193212.0,16051.0,118383,38.0,26.0,39.6,4.2
2023-04-18,USA,North America,313440.0,236174.0,2928.0,74338,3977.0,8.0,22.5,5.6
2023-01-21,Brazil,South America,492295.0,463884.0,1035.0,27376,2496.0,41.0,18.5,27.3
2021-08-28,India,Asia,110604.0,,947.0,20455,3567.0,83.0,19.0,8.4
2020-08-10,UK,Europe,231646.0,152003.0,6147.0,73496,4620.0,62.0,57.0,98.0
2020-03-14,USA,North America,164357.0,156315.0,8042.0,0,2841.0,7.0,11.8,75.4
2020-09-29,Germany,Europe,424924.0,381695.0,17290.0,25939,2190.0,0.0,19.9,13.5
2023-03-10,Brazil,South America,9925.0,8264.0,249.0,1412,1034.0,74.0,60.1,64.0
2021-01-08,Japan,Asia,423235.0,218907.0,20216.0,184112,4191.0,11.0,53.3,73.1
2021-04-02,Australia,Oceania,1824.0,1781.0,37.0,6,3161.0,25.0,64.2,28.6
2022-09-11,Brazil,South America,91876.0,72570.0,246.0,19060,3415.0,19.0,48.5,64.5
2022-06-11,USA,North America,323590.0,227239.0,12978.0,83373,4818.0,98.0,18.3,65.1
2021-03-22,Japan,Asia,257084.0,200375.0,7575.0,49134,2047.0,54.0,83.3,35.5
2021-12-01,Canada,North America,,434239.0,18709.0,35188,1913.0,22.0,,54.9
2020-09-14,India,Asia,146329.0,109111.0,6935.0,30283,4062.0,88.0,82.2,62.8
2023-03-27,Italy,Europe,1059.0,555.0,3.0,501,966.0,89.0,55.9,84.6
2020-12-04,Japan,Asia,112455.0,57888.0,1790.0,52777,4864.0,34.0,60.4,29.8
2020-02-28,Canada,North America,140040.0,121119.0,6267.0,12654,4883.0,74.0,71.2,58.9
2020-06-18,India,Asia,279156.0,199081.0,2968.0,77107,2959.0,38.0,80.4,9.6
2022-07-02,Australia,Oceania,485876.0,346050.0,13075.0,126751,3305.0,80.0,47.0,3.6
2022-11-09,Germany,Europe,365256.0,314591.0,13312.0,37353,2034.0,67.0,53.3,38.3
2020-03-16,UK,Europe,318562.0,226644.0,13603.0,78315,4796.0,5.0,91.2,57.2
2022-01-09,Japan,Asia,404718.0,323557.0,11462.0,69699,4538.0,22.0,65.1,64.6
2022-01-01,USA,North America,405113.0,359913.0,8724.0,36476,1441.0,0.0,62.3,70.3
2022-03-24,Brazil,South America,7326.0,7101.0,196.0,29,2730.0,70.0,30.7,54.0
2020-11-20,Japan,Asia,296150.0,212595.0,5211.0,78344,2649.0,3.0,28.8,70.2
2023-04-18,South Africa,Africa,95882.0,75607.0,2336.0,17939,1518.0,30.0,20.0,8.1
2021-07-18,Japan,Asia,402498.0,257618.0,9733.0,135147,1041.0,10.0,25.6,6.5
2020-11-03,Brazil,South America,32335.0,24180.0,324.0,7831,469.0,80.0,10.1,73.4
2023-02-19,UK,Europe,292181.0,202923.0,2988.0,86270,2662.0,4.0,27.0,0.7
2020-10-28,Italy,Europe,380138.0,310657.0,13396.0,56085,576.0,38.0,48.6,21.7
2021-04-05,Germany,Europe,241136.0,171392.0,2159.0,67585,3724.0,17.0,49.7,53.0
2022-01-25,Canada,North America,368724.0,338144.0,12550.0,18030,3592.0,65.0,37.6,46.6
2020-01-29,Canada,North America,307669.0,232327.0,11277.0,64065,3755.0,81.0,51.6,44.9
2020-08-12,UK,Europe,168848.0,94651.0,4005.0,70192,1000.0,97.0,54.9,63.6
2022-07-04,USA,North America,208162.0,143426.0,1502.0,63234,3510.0,63.0,96.1,8.8
2022-06-18,Canada,North America,,130838.0,6178.0,2069,1129.0,31.0,81.9,67.6
2021-01-03,Canada,North America,316977.0,297093.0,5851.0,14033,249.0,33.0,86.5,37.7
2021-03-13,Italy,Europe,255053.0,238301.0,2610.0,14142,230.0,6.0,31.2,96.4
2020-03-24,South Africa,Africa,362903.0,321992.0,3587.0,37324,1777.0,44.0,51.1,62.8
2021-07-24,Canada,North America,177962.0,93066.0,3798.0,81098,4750.0,57.0,73.9,31.6
2020-08-20,Brazil,South America,199191.0,168207.0,4177.0,26807,4266.0,18.0,57.9,22.8
2020-07-29,USA,North America,284416.0,220444.0,3323.0,60649,3936.0,32.0,55.1,64.6
2021-01-10,South Africa,Africa,433216.0,386313.0,12550.0,34353,966.0,5.0,71.0,12.5
2020-08-27,Japan,Asia,98663.0,81387.0,1042.0,16234,43.0,81.0,46.0,6.1
2023-04-26,UK,Europe,156666.0,103625.0,7713.0,45328,3021.0,39.0,28.2,71.9
2020-09-17,Canada,North America,442798.0,319765.0,2679.0,120354,1090.0,85.0,57.3,7.3
2022-04-13,Canada,North America,475824.0,256459.0,1088.0,218277,896.0,54.0,16.9,17.5
2021-03-23,Italy,Europe,408960.0,252788.0,15281.0,140891,2773.0,77.0,25.3,55.8
2021-10-02,Germany,Europe,432384.0,399653.0,2206.0,30525,2923.0,55.0,86.2,24.3
2022-02-18,Brazil,South America,307824.0,166247.0,6985.0,134592,4981.0,99.0,67.5,51.1
