Station_ID,City,PM2.5,PM10,NO2,SO2,CO,Ozone,Temperature,Humidity,Wind_Speed,AQI,AQI_Category,Weather
1123,Bengaluru,26.9,396.1,108.8,7.5,4.94,47.7,29.5,90.0,11.5,177.0,Moderate,Cloudy
1124,Mumbai,160.7,190.8,85.3,30.8,2.76,97.4,37.3,79.0,6.0,145.0,Good,Rainy
1125,Pune,116.5,239.5,54.5,73.6,1.79,112.4,37.8,71.0,13.8,136.0,Poor,Foggy
1126,Delhi,197.3,307.6,,98.4,2.49,36.7,,80.0,16.3,,Severe,Sunny
1127,Chennai,283.7,219.5,50.9,23.7,4.33,196.6,40.2,79.0,19.3,184.0,Good,Sunny
1128,Bengaluru,70.5,232.5,87.4,97.6,1.84,183.7,13.9,86.0,17.3,130.0,Satisfactory,Sunny
1129,Chennai,72.5,336.4,44.9,70.6,1.86,80.1,37.1,53.0,16.8,151.0,Severe,Cloudy
1130,Pune,122.8,74.8,22.2,72.4,2.74,134.6,24.9,59.0,8.2,73.0,Very Poor,Sunny
1131,Pune,81.4,399.0,110.1,69.1,3.08,75.1,40.8,72.0,7.8,196.0,Satisfactory,Cloudy
1132,Kolkata,31.7,,178.0,59.2,4.1,187.2,35.7,78.0,1.5,113.0,Severe,Foggy
1133,Pune,68.1,288.9,152.2,63.1,4.32,8.9,35.1,54.0,2.4,169.0,Moderate,Cloudy
1134,Surat,288.1,118.0,145.9,34.5,4.39,81.9,25.4,22.0,1.2,184.0,Poor,Rainy
1135,Ahmedabad,179.2,301.3,103.0,92.1,1.77,149.4,13.0,57.0,16.3,194.0,Satisfactory,Rainy
1136,Surat,92.0,129.7,87.4,63.2,0.58,56.9,28.2,78.0,19.7,103.0,Poor,Rainy
1137,Bengaluru,248.5,315.4,100.6,62.3,1.33,18.9,27.2,62.0,3.6,221.0,Very Poor,Cloudy
1138,Bengaluru,65.8,315.6,165.3,44.9,3.72,189.6,20.8,94.0,2.2,182.0,Very Poor,Foggy
1139,Chennai,278.6,367.1,47.1,85.2,4.97,76.2,26.6,90.0,0.9,230.0,Very Poor,Foggy
1140,Chennai,161.2,281.8,125.7,81.7,0.57,131.9,13.1,56.0,9.1,189.0,Very Poor,Rainy
1141,Pune,33.3,56.5,78.9,62.9,4.57,26.8,33.7,28.0,8.7,56.0,Poor,Foggy
1142,Surat,84.8,278.2,95.5,49.1,4.44,64.8,23.4,55.0,17.1,152.0,Severe,Foggy
1143,Chennai,169.2,,49.2,93.9,1.73,16.7,25.4,87.0,13.0,158.0,Severe,Sunny
1144,Jaipur,281.9,83.5,132.0,15.5,3.98,69.7,21.2,77.0,13.2,165.0,Poor,Cloudy
1145,Bengaluru,111.9,203.4,92.0,89.5,3.28,185.0,20.7,22.0,15.8,135.0,Satisfactory,Sunny
1146,Bengaluru,237.4,10.4,18.3,73.5,0.32,117.0,28.2,47.0,5.5,88.0,Moderate,Rainy
1147,Bengaluru,99.2,164.9,157.8,43.8,0.48,162.2,30.8,95.0,6.8,140.0,Moderate,Rainy
1148,Kolkata,273.8,317.9,135.5,44.0,3.11,156.1,16.3,82.0,7.0,242.0,Very Poor,Rainy
1149,Delhi,32.9,186.6,153.4,28.2,1.44,29.4,40.7,,1.8,124.0,Satisfactory,Rainy
1150,Jaipur,19.0,68.4,34.3,15.8,4.74,72.1,22.5,72.0,16.7,40.0,Very Poor,Foggy
1151,Mumbai,9.7,372.6,10.9,32.8,0.33,150.0,40.1,62.0,4.2,131.0,Moderate,Sunny
1152,Ahmedabad,68.3,170.3,75.9,28.4,3.47,30.4,28.9,54.0,6.3,104.0,Satisfactory,Cloudy
1153,Mumbai,255.4,15.2,163.7,36.5,2.95,63.4,14.7,70.0,19.4,144.0,Poor,Rainy
1154,Ahmedabad,165.0,64.4,24.1,96.2,2.81,154.3,25.9,87.0,6.2,84.0,Poor,Foggy
1155,Mumbai,200.2,379.8,9.9,7.3,3.14,53.6,38.9,64.0,15.8,196.0,Severe,Rainy
1156,Pune,276.9,338.5,19.4,28.3,1.97,163.7,25.1,25.0,14.8,211.0,Satisfactory,Rainy
1157,Pune,217.7,195.4,173.0,35.4,3.51,188.8,37.4,71.0,17.8,195.0,Poor,Sunny
1158,Bengaluru,276.8,57.0,18.7,48.0,3.04,75.3,39.5,50.0,5.7,117.0,Good,Foggy
1159,Surat,192.8,371.3,133.4,39.3,3.95,139.6,39.2,38.0,6.4,232.0,Severe,Rainy
1160,Delhi,244.3,183.3,170.8,68.6,1.4,73.8,35.1,75.0,19.8,199.0,Poor,Cloudy
1161,Ahmedabad,282.1,353.2,134.2,73.7,1.03,53.2,17.0,58.0,7.2,256.0,Moderate,Foggy
1162,Delhi,38.7,191.9,6.6,18.2,1.11,26.5,39.4,34.0,1.7,79.0,Poor,Foggy
1163,Kolkata,230.5,260.4,118.0,58.0,2.52,165.8,28.2,75.0,19.7,202.0,Satisfactory,Foggy
1164,Jaipur,205.7,337.0,141.4,91.6,0.78,140.7,13.2,65.0,16.7,228.0,Severe,Cloudy
1165,Kolkata,20.2,133.8,153.3,12.0,0.94,118.5,28.8,29.0,11.5,102.0,Good,Cloudy
1166,Ahmedabad,178.2,76.9,21.2,5.4,1.52,147.0,37.8,92.0,1.3,92.0,Poor,Rainy
1167,Jaipur,253.3,159.8,15.3,31.8,0.41,138.2,34.3,31.0,5.2,142.0,Good,Sunny
1168,Chennai,201.9,207.1,56.5,7.9,2.74,40.0,43.2,58.0,18.3,155.0,Satisfactory,Foggy
1169,Surat,259.0,118.7,31.6,59.4,2.34,69.3,41.4,85.0,3.5,136.0,Good,Cloudy
1170,Pune,260.9,70.4,158.1,28.8,2.58,196.7,41.8,73.0,13.5,163.0,Moderate,Rainy
1171,Delhi,69.0,281.8,18.6,54.8,2.76,197.1,28.3,28.0,2.7,123.0,Satisfactory,Rainy
1172,Hyderabad,198.7,286.5,162.4,12.6,0.52,169.7,24.1,50.0,14.8,215.0,Moderate,Rainy
1173,Kolkata,168.2,72.3,152.9,68.8,0.46,108.5,16.7,77.0,10.5,131.0,Severe,Foggy
1174,Bengaluru,32.4,169.0,154.2,56.6,0.55,124.4,37.1,35.0,11.4,118.0,Good,Sunny
1175,Ahmedabad,194.7,110.1,64.5,99.8,3.93,40.4,17.5,66.0,14.0,123.0,Severe,Rainy
1176,Ahmedabad,91.8,353.2,87.9,15.4,2.06,80.1,28.9,70.0,4.5,177.0,Poor,Rainy
1177,Ahmedabad,298.5,359.0,49.4,15.3,4.07,32.4,25.4,40.0,12.0,235.0,Severe,Sunny
1178,Mumbai,78.0,32.1,153.9,65.8,2.6,76.8,42.3,91.0,12.0,88.0,Moderate,Sunny
1179,Bengaluru,263.5,86.3,144.3,6.6,2.04,32.3,36.2,51.0,0.6,164.0,Satisfactory,Sunny
1180,Mumbai,194.3,346.0,61.2,16.2,2.34,160.4,39.9,30.0,1.1,200.0,Moderate,Rainy
1181,Delhi,171.9,361.3,33.0,28.4,0.31,20.4,15.7,82.0,10.0,188.0,Satisfactory,Cloudy
1182,Chennai,191.3,341.6,172.1,65.1,1.57,54.2,29.6,38.0,18.7,235.0,Good,Foggy
1183,Mumbai,44.2,266.4,136.9,32.0,0.7,31.5,,35.0,8.6,149.0,Poor,Sunny
1184,Delhi,168.6,178.8,136.7,21.6,0.81,125.9,15.2,83.0,6.8,161.0,Good,Sunny
1185,Delhi,101.1,359.7,125.4,43.9,1.9,107.2,31.7,91.0,2.2,195.0,Moderate,Rainy
1186,Ahmedabad,276.2,278.7,65.3,2.7,3.34,106.5,32.0,83.0,9.8,206.0,Satisfactory,Cloudy
1187,Hyderabad,160.3,198.1,149.2,18.9,3.72,42.1,20.5,92.0,9.8,169.0,Good,Sunny
1188,Chennai,8.5,50.6,71.8,15.2,0.5,72.0,37.5,67.0,13.1,43.0,Moderate,Cloudy
1189,Ahmedabad,78.0,320.7,108.5,48.6,1.54,45.6,31.1,64.0,18.5,169.0,Poor,Foggy
1190,Jaipur,34.2,137.4,175.3,69.8,1.67,195.4,24.1,31.0,8.9,115.0,Moderate,Rainy
1191,Delhi,94.3,226.1,122.0,23.4,0.53,179.0,13.8,94.0,7.4,147.0,Very Poor,Cloudy
1192,Hyderabad,270.7,288.4,95.1,15.1,0.77,155.1,41.2,32.0,8.4,218.0,Very Poor,Rainy
1193,Ahmedabad,90.0,122.8,87.3,99.0,4.25,106.9,28.5,40.0,0.7,100.0,Moderate,Rainy
1194,Jaipur,106.0,315.0,47.6,29.4,0.55,121.9,19.1,72.0,12.1,156.0,Moderate,Rainy
1195,Jaipur,254.9,156.3,81.0,85.1,1.23,149.9,43.6,88.0,13.1,164.0,Very Poor,Foggy
1196,Bengaluru,125.4,315.3,157.6,64.5,0.83,197.4,36.9,37.0,8.2,199.0,Satisfactory,Rainy
1197,Jaipur,132.4,287.2,69.3,68.5,1.36,98.0,31.3,95.0,5.8,162.0,Severe,Foggy
1198,Mumbai,65.9,91.8,124.8,23.3,2.57,71.5,20.1,28.0,10.3,94.0,Satisfactory,Foggy
1199,Hyderabad,182.9,176.7,112.7,64.3,4.34,72.2,20.3,64.0,1.7,157.0,Poor,Sunny
1200,Chennai,140.9,388.5,93.1,87.6,1.05,34.2,22.3,90.0,17.7,207.0,Good,Cloudy
1201,Bengaluru,69.9,306.8,70.3,40.7,3.53,112.3,22.5,90.0,14.4,149.0,Moderate,Rainy
1202,Pune,291.8,391.9,84.3,99.2,1.39,153.1,,42.0,7.7,256.0,Poor,Rainy
1203,Hyderabad,222.2,356.5,59.0,4.6,1.96,82.4,12.8,26.0,16.3,212.0,Poor,Rainy
1204,Surat,160.5,53.1,148.2,16.3,1.5,44.6,30.5,75.0,1.3,120.0,Moderate,Foggy
1205,Kolkata,29.3,356.7,163.6,77.7,1.43,165.6,25.5,79.0,17.6,183.0,Satisfactory,Foggy
1206,Bengaluru,254.3,143.3,120.6,86.2,3.09,191.8,10.5,52.0,2.0,172.0,Moderate,Cloudy
1207,Surat,69.5,284.2,160.0,83.0,0.86,191.6,13.0,47.0,0.7,171.0,Severe,Cloudy
1208,Kolkata,184.8,199.8,78.2,76.9,0.58,152.6,17.6,65.0,15.1,154.0,Moderate,Sunny
1209,Bengaluru,171.9,232.8,171.1,92.0,3.04,54.1,23.7,43.0,3.2,191.0,Good,Sunny
1210,Kolkata,196.7,222.8,122.2,65.0,0.88,119.6,11.7,65.0,17.8,180.0,Very Poor,Foggy
1211,Mumbai,236.4,340.5,96.2,53.4,2.91,170.3,14.5,53.0,11.4,224.0,Moderate,Cloudy
1212,Mumbai,268.2,181.1,48.8,45.4,3.7,32.6,18.2,38.0,6.6,166.0,Satisfactory,Rainy
1213,Surat,184.6,64.1,169.9,14.6,1.46,152.0,16.6,61.0,2.9,139.0,Severe,Foggy
1214,Kolkata,76.6,231.3,136.2,64.9,1.46,165.7,44.8,81.0,9.2,148.0,Very Poor,Foggy
1215,Jaipur,219.0,175.7,76.5,72.6,1.92,95.0,13.4,23.0,7.8,157.0,Poor,Foggy
1216,Hyderabad,31.4,368.6,20.5,46.4,3.88,129.4,14.2,67.0,0.6,140.0,Good,Cloudy
1217,Hyderabad,151.1,10.8,63.2,89.8,3.7,189.5,21.1,25.0,4.7,75.0,Poor,Sunny
1218,Hyderabad,21.9,263.7,109.2,27.7,3.49,102.0,18.0,29.0,17.3,131.0,Moderate,Foggy
1219,Bengaluru,154.1,289.6,45.9,65.4,1.84,62.8,13.1,26.0,14.5,163.0,Moderate,Foggy
1220,Chennai,121.5,160.3,30.4,95.4,4.25,169.7,41.1,78.0,12.8,104.0,Good,Foggy
1221,Pune,144.6,148.3,169.3,5.7,3.76,79.6,17.8,90.0,5.8,154.0,Good,Sunny
1222,Surat,45.5,318.0,147.0,5.7,3.06,63.1,25.0,93.0,11.6,170.0,Moderate,Sunny
1223,Delhi,140.8,131.9,167.1,55.3,2.38,120.3,11.6,57.0,8.6,146.0,Very Poor,Foggy
1224,Kolkata,230.0,367.6,129.6,3.1,4.0,63.6,20.0,51.0,8.6,242.0,Good,Sunny
1225,Bengaluru,134.3,19.9,150.3,45.2,0.2,135.9,17.6,61.0,2.6,101.0,Very Poor,Foggy
1226,Mumbai,66.7,151.7,117.7,26.3,1.52,137.0,41.6,,4.0,112.0,Good,Sunny
1227,Kolkata,181.7,327.2,179.4,87.5,4.7,43.3,34.5,36.0,13.4,229.0,Poor,Foggy
1228,Chennai,289.3,52.8,47.7,5.4,1.06,34.3,12.6,69.0,6.9,129.0,Moderate,Sunny
1229,Mumbai,180.9,33.3,136.4,99.8,4.26,154.1,43.1,66.0,10.3,116.0,Very Poor,Sunny
1230,Pune,167.2,177.4,82.1,20.6,4.38,100.8,14.6,67.0,1.2,142.0,Poor,Rainy
1231,Pune,9.3,79.8,151.4,8.6,0.89,112.5,14.6,52.0,17.6,80.0,Very Poor,Cloudy
1232,Jaipur,245.0,335.3,47.3,30.5,3.67,175.3,41.4,29.0,18.4,209.0,Satisfactory,Sunny
1233,Bengaluru,159.9,289.0,108.7,56.9,4.09,55.5,14.3,53.0,6.4,185.0,Moderate,Foggy
1234,Surat,127.0,225.7,,84.0,4.17,35.2,25.7,78.0,1.0,,Good,Foggy
1235,Hyderabad,188.6,255.7,16.0,75.3,4.05,92.8,14.8,38.0,10.8,153.0,Moderate,Sunny
1236,Surat,226.7,96.6,132.0,44.1,4.4,79.5,29.8,78.0,19.9,151.0,Satisfactory,Foggy
1237,Kolkata,254.3,189.0,81.3,29.3,4.22,159.4,25.1,51.0,6.0,174.0,Good,Rainy
1238,Ahmedabad,168.8,283.1,40.1,31.2,1.34,121.5,23.6,39.0,6.5,164.0,Satisfactory,Cloudy
1239,Mumbai,46.5,74.9,35.5,98.9,2.76,122.8,24.2,24.0,4.9,52.0,Good,Foggy
1240,Kolkata,141.3,335.6,125.3,26.2,3.57,75.0,18.3,86.0,18.5,200.0,Poor,Rainy
1241,Jaipur,245.6,148.4,75.8,43.9,1.06,84.2,23.8,25.0,7.8,156.0,Very Poor,Cloudy
1242,Bengaluru,60.0,29.8,11.6,35.6,4.35,196.9,22.8,93.0,5.2,33.0,Moderate,Foggy
1243,Delhi,212.7,307.6,6.8,7.6,4.88,143.7,42.1,23.0,9.9,175.0,Poor,Rainy
1244,Ahmedabad,55.3,22.5,65.2,34.6,0.63,78.6,16.2,50.0,2.2,47.0,Moderate,Rainy
1245,Kolkata,122.2,390.0,151.6,41.3,4.23,74.7,23.4,39.0,16.4,221.0,Poor,Rainy
1246,Delhi,235.8,104.3,152.8,60.7,4.05,92.4,42.9,51.0,5.8,164.0,Moderate,Sunny
1247,Jaipur,120.5,386.0,66.1,2.9,4.36,132.8,23.8,42.0,2.3,190.0,Very Poor,Foggy
1248,Ahmedabad,146.2,185.9,15.1,9.3,3.97,149.9,43.3,24.0,4.6,115.0,Satisfactory,Rainy
1249,Bengaluru,144.8,37.1,21.9,22.9,0.38,66.2,14.6,43.0,7.4,67.0,Moderate,Rainy
1250,Mumbai,7.0,368.3,121.4,29.8,2.62,144.7,24.5,28.0,1.4,165.0,Good,Sunny
1251,Chennai,298.3,281.1,32.6,4.9,1.53,70.9,44.1,26.0,11.1,204.0,Moderate,Cloudy
1252,Bengaluru,282.4,254.3,101.1,63.6,2.11,153.6,22.2,34.0,2.0,212.0,Good,Foggy
1253,Hyderabad,52.7,120.7,74.9,92.3,2.62,40.5,20.2,34.0,1.4,82.0,Very Poor,Sunny
1254,Surat,299.2,28.2,148.4,97.2,3.2,142.7,17.4,59.0,5.4,158.0,Good,Sunny
1255,Bengaluru,79.6,224.1,26.4,28.1,2.73,71.6,17.5,24.0,16.0,110.0,Good,Foggy
1256,Mumbai,113.5,276.4,146.4,52.8,4.59,116.5,19.0,89.0,13.0,178.0,Good,Cloudy
1257,Surat,158.9,60.8,113.6,59.2,4.26,62.6,10.4,45.0,1.1,111.0,Good,Foggy
1258,Chennai,158.8,43.5,87.3,96.6,1.73,136.5,34.1,29.0,1.0,96.0,Moderate,Foggy
1259,Jaipur,241.3,394.4,32.0,43.9,0.41,25.5,29.2,54.0,15.5,222.0,Moderate,Rainy
1260,Pune,271.9,180.9,88.2,31.5,4.53,42.3,43.2,40.0,8.6,180.0,Severe,Rainy
1261,Hyderabad,184.6,36.4,90.0,52.4,4.18,105.6,13.7,52.0,17.8,103.0,Poor,Cloudy
1262,Bengaluru,135.6,253.8,31.3,53.4,0.73,172.7,12.8,74.0,12.4,140.0,Poor,Rainy
1263,Ahmedabad,47.6,273.3,64.3,16.4,1.62,10.9,22.8,69.0,5.4,128.0,Very Poor,Cloudy
1264,Kolkata,177.6,303.8,144.5,43.0,1.11,106.2,,70.0,7.2,208.0,Good,Rainy
1265,Pune,61.4,277.3,119.7,28.3,0.38,54.3,31.5,25.0,17.0,152.0,Poor,Foggy
1266,Ahmedabad,103.9,135.0,11.6,50.3,1.09,132.7,28.0,64.0,17.6,83.0,Moderate,Foggy
1267,Surat,200.9,99.7,52.3,10.5,4.24,58.8,22.9,,5.6,117.0,Poor,Rainy
1268,Ahmedabad,270.3,83.7,146.3,72.8,0.62,134.0,25.6,42.0,15.4,166.0,Good,Cloudy
1269,Ahmedabad,62.0,,71.5,89.1,3.35,25.9,26.0,86.0,0.6,63.0,Poor,Sunny
1270,Jaipur,66.8,261.1,72.5,53.4,4.9,160.6,23.8,68.0,19.0,133.0,Very Poor,Rainy
1271,Hyderabad,272.4,368.5,167.2,50.3,2.67,131.8,24.1,35.0,17.2,269.0,Very Poor,Foggy
1272,Surat,110.2,239.7,148.8,69.9,3.3,8.3,42.0,69.0,20.0,166.0,Satisfactory,Sunny
1273,Jaipur,151.8,312.8,54.8,23.0,1.24,7.7,24.6,51.0,4.9,173.0,Good,Foggy
1274,Kolkata,20.0,279.2,170.7,92.6,4.92,88.9,27.4,80.0,1.3,156.0,Poor,Cloudy
1275,Jaipur,184.3,375.9,123.0,71.7,0.58,189.4,30.7,39.0,18.2,227.0,Very Poor,Cloudy
1276,Hyderabad,258.4,329.2,108.6,66.1,1.28,37.3,32.9,25.0,12.0,232.0,Poor,Cloudy
1277,Surat,88.9,346.9,94.8,54.5,2.58,82.1,43.9,85.0,18.7,176.0,Moderate,Sunny
1278,Surat,222.5,158.6,57.6,93.5,0.55,157.2,19.1,39.0,17.2,146.0,Severe,Sunny
1279,Surat,45.2,358.6,164.7,21.0,2.05,104.3,19.0,86.0,4.7,189.0,Poor,Rainy
1280,Bengaluru,151.6,247.4,134.6,69.8,3.71,58.8,32.3,91.0,17.0,177.0,Poor,Cloudy
1281,Chennai,161.2,396.2,150.6,20.9,4.94,183.0,18.8,24.0,8.3,236.0,Good,Cloudy
1282,Delhi,49.0,129.2,29.5,36.0,2.96,191.9,18.2,34.0,9.6,69.0,Severe,Foggy
1283,Jaipur,192.1,25.2,78.4,7.6,1.57,193.9,33.7,85.0,3.0,98.0,Very Poor,Foggy
1284,Jaipur,291.1,265.4,56.0,20.1,2.81,196.1,30.9,42.0,10.3,204.0,Severe,Rainy
1285,Hyderabad,75.0,206.8,33.4,32.3,0.23,109.5,40.3,68.0,12.4,105.0,Good,Cloudy
1286,Jaipur,293.6,390.0,44.7,41.1,0.23,164.3,24.9,35.0,15.8,242.0,Moderate,Rainy
1287,Mumbai,156.6,105.0,154.4,76.5,4.9,81.3,36.5,63.0,10.2,138.0,Moderate,Sunny
1288,Chennai,127.0,278.3,108.1,54.5,3.54,11.3,21.9,53.0,15.6,171.0,Poor,Sunny
1289,Jaipur,235.4,189.7,121.1,53.3,4.74,150.1,13.6,59.0,10.1,182.0,Moderate,Cloudy
1290,Kolkata,196.8,276.2,90.9,32.1,3.84,103.4,34.3,79.0,7.1,187.0,Good,Foggy
1291,Delhi,5.4,226.1,81.7,44.7,0.89,97.5,40.9,95.0,13.7,104.0,Moderate,Rainy
1292,Mumbai,189.6,132.5,110.4,73.5,1.56,105.3,42.9,56.0,5.2,144.0,Moderate,Foggy
1293,Delhi,214.4,190.7,174.6,97.9,3.02,150.8,38.2,76.0,17.7,193.0,Severe,Cloudy
1294,Pune,248.3,61.9,70.7,63.5,0.6,100.1,14.7,32.0,17.9,126.0,Poor,Rainy
1295,Kolkata,271.8,161.1,70.6,35.1,3.18,100.7,43.1,82.0,4.5,167.0,Poor,Rainy
1296,Ahmedabad,298.2,102.5,108.9,92.0,1.02,162.4,35.9,33.0,14.6,169.0,Very Poor,Rainy
1297,Jaipur,128.1,228.1,178.2,96.6,4.69,106.7,10.7,86.0,1.5,178.0,Severe,Foggy
1298,Pune,,173.5,13.7,90.5,1.92,56.5,42.8,84.0,9.7,151.0,Severe,Foggy
1299,Hyderabad,68.9,297.8,106.9,99.1,1.74,149.8,19.3,86.0,16.1,157.0,Severe,Rainy
1300,Chennai,165.4,72.2,92.4,18.3,4.23,34.1,23.9,87.0,3.0,110.0,Poor,Sunny
1301,Jaipur,43.0,346.7,152.8,70.8,1.4,54.9,26.7,87.0,19.1,180.0,Good,Rainy
1302,Chennai,180.2,231.6,19.3,40.4,0.73,126.4,34.5,51.0,15.0,143.0,Severe,Rainy
1303,Pune,240.0,300.8,51.6,91.4,0.28,125.0,13.5,86.0,18.1,197.0,Poor,Cloudy
1304,Kolkata,159.3,140.8,167.3,14.7,2.4,168.5,21.8,88.0,1.2,155.0,Satisfactory,Foggy
1305,Mumbai,161.9,78.0,117.6,25.1,4.68,189.7,37.2,79.0,15.6,119.0,Very Poor,Cloudy
1306,Chennai,189.7,45.0,46.1,73.8,2.75,187.1,26.4,68.0,17.8,93.0,Poor,Rainy
1307,Kolkata,44.2,304.1,25.7,51.1,3.88,24.2,42.8,21.0,11.2,124.0,Very Poor,Rainy
1308,Bengaluru,239.9,55.6,27.9,23.0,2.0,38.7,20.8,55.0,2.6,107.0,Moderate,Foggy
1309,Pune,162.6,82.6,164.4,31.8,4.21,36.7,35.8,67.0,16.5,136.0,Severe,Foggy
1310,Hyderabad,209.3,195.4,40.7,56.7,2.19,51.4,29.6,37.0,7.3,148.0,Moderate,Cloudy
1311,Jaipur,240.4,275.5,95.3,62.7,0.9,31.7,34.2,48.0,12.9,203.0,Severe,Sunny
1312,Delhi,91.3,136.1,117.8,25.6,3.36,84.6,18.0,65.0,1.5,115.0,Moderate,Cloudy
1313,Bengaluru,35.4,148.6,29.0,62.4,3.01,23.5,33.8,51.0,6.6,71.0,Very Poor,Rainy
1314,Kolkata,198.7,15.8,63.7,33.4,4.35,192.6,28.9,88.0,17.8,92.0,Poor,Rainy
1315,Kolkata,267.9,135.4,122.1,13.6,4.94,151.5,32.3,78.0,4.4,175.0,Very Poor,Rainy
1316,Ahmedabad,171.7,328.1,40.3,12.5,1.33,170.6,29.7,49.0,13.9,180.0,Severe,Foggy
1317,Delhi,14.9,170.9,25.2,99.9,3.03,197.0,34.5,24.0,8.1,70.0,Poor,Cloudy
1318,Mumbai,123.7,72.1,76.2,22.8,3.05,199.3,37.2,77.0,0.9,90.0,Severe,Cloudy
1319,Jaipur,232.7,177.8,101.1,38.7,0.29,24.7,19.8,64.0,5.1,170.0,Satisfactory,Rainy
1320,Hyderabad,268.3,114.0,147.2,77.4,1.82,17.2,42.7,36.0,13.8,176.0,Moderate,Rainy
1321,Kolkata,298.7,108.5,77.7,22.3,1.55,39.6,44.1,57.0,13.5,161.0,Severe,Foggy
1322,Kolkata,,,135.8,58.3,1.56,161.2,12.6,58.0,3.0,212.0,Severe,Cloudy
1323,Jaipur,290.0,169.5,137.8,52.8,0.92,102.7,27.2,50.0,3.8,199.0,Severe,Rainy
1324,Surat,264.7,166.6,103.1,79.2,3.39,46.5,44.8,77.0,18.5,178.0,Very Poor,Foggy
1325,Bengaluru,246.6,167.4,48.1,17.2,0.31,34.5,21.3,80.0,3.9,154.0,Very Poor,Rainy
1326,Hyderabad,177.9,218.2,154.2,44.7,2.27,50.6,42.5,93.0,2.5,183.0,Good,Rainy
1327,Ahmedabad,116.3,304.3,16.8,30.5,3.61,79.1,17.9,38.0,8.3,145.0,Satisfactory,Cloudy
1328,Ahmedabad,216.6,152.2,164.9,70.4,2.36,133.9,36.2,89.0,6.3,177.0,Moderate,Sunny
1329,Chennai,159.9,105.7,78.0,70.0,3.38,95.3,20.8,71.0,14.9,114.0,Moderate,Foggy
1330,Hyderabad,65.5,142.9,32.2,20.9,3.24,40.0,17.1,34.0,4.6,80.0,Poor,Rainy
1331,Chennai,167.8,156.8,176.7,32.4,4.18,13.0,,56.0,19.0,167.0,Very Poor,Foggy
1332,Jaipur,76.7,19.7,130.7,54.2,1.98,56.7,29.5,84.0,12.0,75.0,Satisfactory,Cloudy
1333,Hyderabad,174.7,79.7,70.5,68.9,0.28,13.1,31.1,55.0,11.3,108.0,Very Poor,Foggy
1334,Mumbai,,110.4,78.9,5.4,1.72,141.9,32.3,49.0,17.8,83.0,Good,Cloudy
1335,Ahmedabad,151.7,123.8,41.2,3.2,0.76,22.2,19.3,29.0,13.1,105.0,Poor,Foggy
1336,Surat,256.9,348.8,55.5,52.0,3.39,156.3,17.0,37.0,17.6,220.0,Moderate,Rainy
1337,Hyderabad,60.3,307.3,149.7,69.1,2.59,34.4,33.2,85.0,6.1,172.0,Satisfactory,Rainy
1338,Kolkata,182.8,115.3,113.9,9.1,2.71,115.3,23.0,30.0,14.1,137.0,Moderate,Foggy
1339,Ahmedabad,39.1,61.5,171.1,23.4,0.78,130.1,29.8,55.0,11.8,90.0,Severe,Rainy
1340,Bengaluru,264.6,377.8,161.1,6.8,4.21,85.4,25.1,27.0,3.7,267.0,Severe,Sunny
1341,Ahmedabad,183.1,382.5,99.5,59.6,0.4,112.4,39.0,51.0,10.8,221.0,Very Poor,Foggy
1342,Chennai,94.5,220.2,7.7,7.6,3.99,53.2,43.2,68.0,5.4,107.0,Moderate,Sunny
1343,Ahmedabad,289.5,123.1,105.8,34.1,4.47,22.5,12.3,87.0,5.6,172.0,Moderate,Rainy
1344,Pune,294.8,276.7,142.7,77.1,1.4,100.7,42.6,68.0,1.5,238.0,Satisfactory,Rainy
1345,Delhi,96.3,382.3,90.7,28.1,0.26,75.5,13.2,63.0,8.2,189.0,Very Poor,Sunny
1346,Jaipur,245.1,278.2,178.2,69.6,3.24,40.7,38.1,49.0,18.6,233.0,Very Poor,Rainy
1347,Jaipur,205.1,221.3,136.9,98.0,4.83,130.7,36.4,75.0,6.8,187.0,Moderate,Foggy
1348,Ahmedabad,295.1,202.2,39.2,14.2,3.19,169.7,14.9,79.0,0.7,178.0,Severe,Sunny
1349,Delhi,192.7,323.2,68.5,93.9,0.63,177.8,14.9,54.0,11.6,194.0,Very Poor,Rainy
1350,Surat,134.5,378.6,113.1,12.4,1.61,122.1,31.8,53.0,7.1,208.0,Poor,Rainy
1351,Mumbai,47.5,396.9,129.9,40.5,4.03,193.6,22.8,40.0,3.1,191.0,Good,Foggy
1352,Delhi,100.3,297.7,178.2,87.5,2.42,146.4,34.7,57.0,9.9,192.0,Satisfactory,Cloudy
1353,Kolkata,182.8,57.5,148.3,5.5,2.16,63.4,44.6,55.0,14.1,129.0,Moderate,Cloudy
1354,Chennai,136.3,151.4,49.7,41.8,4.23,85.7,43.9,76.0,19.2,112.0,Very Poor,Cloudy
1355,Pune,124.7,41.7,22.0,57.4,3.12,24.9,26.2,52.0,11.0,62.0,Satisfactory,Foggy
1356,Delhi,35.5,230.5,43.6,25.2,3.81,82.9,25.9,56.0,14.9,103.0,Poor,Rainy
1357,Surat,288.4,372.6,120.5,80.4,4.59,68.2,16.8,75.0,17.7,260.0,Moderate,Cloudy
1358,Mumbai,71.4,135.9,83.9,9.9,2.25,99.9,31.6,26.0,7.8,97.0,Very Poor,Foggy
1359,Ahmedabad,154.4,376.7,102.5,57.8,1.32,187.4,18.4,20.0,2.0,211.0,Good,Cloudy
